#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,Lumber prices,WTI Oil
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)"
01/05/2018,240.76,0.1579,1.1993,14.94,#N/A,#N/A,0.8097,572.1,67.25
02/05/2018,239.11,0.15717,1.1951,14.44,#N/A,#N/A,0.8434,575.1,67.93
03/05/2018,239.1,0.15739,1.1988,15.2,#N/A,#N/A,0.8673,566.5,68.43
04/05/2018,242.52,0.15717,1.196,15.59,#N/A,#N/A,0.8994,576.5,69.72
07/05/2018,243.42,0.15707,1.1922,14.97,#N/A,#N/A,0.8075,586.5,70.73
08/05/2018,243.42,0.15697,1.1864,14.7101,#N/A,#N/A,0.8047,592.4,69.06
09/05/2018,245.4,0.15717,1.1851,14.97,#N/A,#N/A,0.7936,591.2,71.14
10/05/2018,247.46,0.1575,1.1915,14.58,#N/A,#N/A,0.7977,592.7,71.36
11/05/2018,248.54,0.15788,1.1943,14.1,#N/A,#N/A,0.6869,602.7,70.7
14/05/2018,249.27,0.15775,1.1927,14.5,#N/A,#N/A,0.7385,612.7,70.96
15/05/2018,247.31,0.15699,1.1838,14.25,#N/A,#N/A,0.7207,619,71.31
16/05/2018,247.97,0.15695,1.1808,13.75,#N/A,#N/A,0.6766,629,71.49
17/05/2018,247.74,0.15706,1.1795,13.53,#N/A,#N/A,0.6959,639,71.506
18/05/2018,247,0.15675,1.1772,13.535,#N/A,#N/A,0.6564,624,71.316
21/05/2018,249.94,0.15667,1.1791,13.61,#N/A,#N/A,0.6789,609,72.306
22/05/2018,248.18,0.15705,1.1779,13.08,#N/A,#N/A,0.6669,594,72.186
23/05/2018,248.63,0.1565,1.1697,12.22,#N/A,#N/A,0.6155,579.3,71.84
24/05/2018,247.91,0.15673,1.172,12.24,#N/A,#N/A,0.6126,589.3,70.71
25/05/2018,247.37,0.1565,1.1651,12.15,#N/A,#N/A,0.6089,599.3,67.88
28/05/2018,247.37,0.15627,1.1625,12.15,#N/A,#N/A,0.5813,599.3,67.88
29/05/2018,243.45,0.15577,1.154,12.15,#N/A,#N/A,0.5926,609.1,66.73
30/05/2018,246.7,0.15579,1.1665,11.96,#N/A,#N/A,0.6054,599.1,68.21
31/05/2018,244.18,0.156,1.1693,12.2799,#N/A,#N/A,0.6134,597.1,67.04
01/06/2018,246.36,0.15575,1.1659,12.1,#N/A,#N/A,0.6125,593.6,65.81
04/06/2018,248.2,0.156,1.1699,11.98,#N/A,#N/A,0.6405,588.4,64.75
05/06/2018,248.15,0.15612,1.1718,12.43,#N/A,#N/A,0.6549,588.8,65.52
06/06/2018,251.52,0.15654,1.1774,12.45,#N/A,#N/A,0.6719,592.7,64.73
07/06/2018,252.53,0.15641,1.18,12.86,#N/A,#N/A,0.6778,599.5,65.95
08/06/2018,253.27,0.15609,1.1769,12.7,#N/A,#N/A,0.6668,589.6,65.74
11/06/2018,253.39,0.15643,1.1784,11.7,#N/A,#N/A,0.5698,579.6,66.1
12/06/2018,253.3,0.15616,1.1745,11.29,#N/A,#N/A,0.578,569.6,66.36
13/06/2018,252.18,0.15631,1.1791,10.6,#N/A,#N/A,0.5291,554.6,66.64
14/06/2018,251.99,0.15621,1.1568,11.53,#N/A,#N/A,0.535,566.3,66.89
15/06/2018,250.74,0.15531,1.161,10.95,#N/A,#N/A,0.5435,558.2,65.018
18/06/2018,249.73,0.1553,1.1623,11.05,#N/A,#N/A,0.5147,543.2,65.786
19/06/2018,246.88,0.1542,1.159,11,#N/A,#N/A,0.5447,528.2,64.968
20/06/2018,246.46,0.15448,1.1572,10.9,#N/A,#N/A,0.5422,532,65.812
21/06/2018,244.5,0.15399,1.1604,10.7,#N/A,#N/A,0.5335,547,65.54
22/06/2018,245.69,0.15371,1.1651,10.1,#N/A,#N/A,0.4923,560.1,68.58
25/06/2018,242.31,0.15285,1.1704,9.8,#N/A,#N/A,0.4832,564.1,68.08
26/06/2018,242.67,0.15199,1.1648,9.23,#N/A,#N/A,0.473,545.8,70.53
27/06/2018,241.12,0.15143,1.1554,8.52,#N/A,#N/A,0.4606,536.5,72.76
28/06/2018,242.08,0.15089,1.1569,8.94,#N/A,#N/A,0.4597,540.8,73.45
29/06/2018,242.73,0.151,1.1684,8.53,#N/A,#N/A,0.4314,552.5,74.15
02/07/2018,242.73,0.14995,1.1639,10.2,#N/A,#N/A,0.4802,557.5,73.94
03/07/2018,241.66,0.15055,1.1658,10.01,#N/A,#N/A,0.4921,545.2,74.14
04/07/2018,241.66,0.15076,1.1657,10.01,#N/A,#N/A,0.4973,545.2,74.14
05/07/2018,243.55,0.15069,1.1691,10.05,#N/A,#N/A,0.4812,541,72.94
06/07/2018,244.6,0.15052,1.1746,10.23,#N/A,#N/A,0.4732,538.3,73.8
09/07/2018,247.84,0.15108,1.1751,10.3,#N/A,#N/A,0.4777,530,73.85
10/07/2018,249.23,0.15079,1.1744,9.27,#N/A,#N/A,0.4479,532.3,74.11
11/07/2018,247.08,0.14968,1.1674,9.35,#N/A,#N/A,0.4471,521.8,70.38
12/07/2018,249.3,0.15001,1.1672,9.31,#N/A,#N/A,0.4335,520.1,70.33
13/07/2018,250.2,0.14947,1.1685,9.24,#N/A,#N/A,0.44,520.7,71.01
16/07/2018,250.67,0.14946,1.1711,10.3,#N/A,#N/A,0.4644,519.6,68.06
17/07/2018,251.28,0.1491,1.1661,11.49,#N/A,#N/A,0.4743,514.9,67.896
18/07/2018,252.03,0.14876,1.1639,10.83,#N/A,#N/A,0.5151,499.9,68.356
19/07/2018,250.79,0.14762,1.1642,10.95,#N/A,#N/A,0.4881,484.9,68.728
20/07/2018,250.44,0.1477,1.1724,11,#N/A,#N/A,0.4577,485.8,68.7
23/07/2018,250.26,0.14709,1.1692,11.58,#N/A,#N/A,0.4528,477.3,67.89
24/07/2018,252.21,0.14724,1.1687,12.26,#N/A,#N/A,0.4628,488.5,68.52
25/07/2018,254.02,0.14772,1.1729,11.88,#N/A,#N/A,0.4557,493.3,69.3
26/07/2018,255.12,0.14721,1.1643,12.1,#N/A,#N/A,0.4591,478.3,69.61
27/07/2018,254.26,0.14676,1.1657,11.95,#N/A,#N/A,0.4464,463.3,68.69
30/07/2018,252.87,0.14672,1.1706,11.11,#N/A,#N/A,0.4484,445.5,70.13
31/07/2018,254.17,0.14682,1.1691,10.42,#N/A,#N/A,0.4296,455.4,68.76
01/08/2018,253.11,0.14657,1.166,10.1,#N/A,#N/A,0.4492,440.4,67.66
02/08/2018,253.1,0.14614,1.1585,10.35,#N/A,#N/A,0.4328,425.4,68.96
03/08/2018,254.39,0.1464,1.1568,10.15,#N/A,#N/A,0.4416,430.5,68.49
06/08/2018,254.85,0.14591,1.1554,9.97,#N/A,#N/A,0.4226,422.7,69.01
07/08/2018,256.12,0.14636,1.1599,10.13,#N/A,#N/A,0.4088,426.4,69.17
08/08/2018,255.62,0.14628,1.161,9.73,#N/A,#N/A,0.339,411.4,66.94
09/08/2018,255.16,0.1466,1.1527,9.74,#N/A,#N/A,0.348,410.7,66.81
10/08/2018,253.3,0.14606,1.1413,9.6,#N/A,#N/A,0.3341,414.9,67.63
13/08/2018,252.04,0.14514,1.141,9.41,#N/A,#N/A,0.3011,429.9,67.2
14/08/2018,253.21,0.14526,1.1344,9.2,#N/A,#N/A,0.26,444.9,67.04
15/08/2018,251.76,0.1442,1.1345,9.64,#N/A,#N/A,0.2863,442.5,65.01
16/08/2018,255.94,0.14529,1.1377,9.1,#N/A,#N/A,0.2893,457.5,65.344
17/08/2018,256.51,0.1454,1.1438,8.87,#N/A,#N/A,0.3144,472.5,65.63
20/08/2018,257.43,0.14581,1.1482,8.76,#N/A,#N/A,0.3307,475.8,65.824
21/08/2018,258.07,0.14604,1.1571,8.87,#N/A,#N/A,0.3268,467.9,66.142
22/08/2018,257.18,0.14616,1.1597,8.93,#N/A,#N/A,0.3377,458.6,67.86
23/08/2018,256.49,0.14539,1.154,8.82,#N/A,#N/A,0.3221,413.9,67.83
24/08/2018,257.85,0.14689,1.1622,9.18,#N/A,#N/A,0.3216,415.2,68.72
27/08/2018,260.58,0.14668,1.1678,9.34,#N/A,#N/A,0.3263,412.8,68.87
28/08/2018,260.64,0.14701,1.1695,9.86,#N/A,#N/A,0.3494,420.4,68.53
29/08/2018,261.33,0.1466,1.1707,9.49,#N/A,#N/A,0.3498,411.4,69.51
30/08/2018,260.01,0.1461,1.1671,9.13,#N/A,#N/A,0.3289,402.6,70.25
31/08/2018,259.85,0.14638,1.1602,9.5,#N/A,#N/A,0.3298,411.8,69.8
03/09/2018,259.85,0.14622,1.1619,9.5,#N/A,#N/A,0.337,411.8,69.8
04/09/2018,259.73,0.1461,1.1582,9.5,#N/A,#N/A,0.3378,419,69.87
05/09/2018,259.92,0.14639,1.163,8.85,#N/A,#N/A,0.3057,412.4,68.72
06/09/2018,260.29,0.1463,1.1623,8.58,#N/A,#N/A,0.2886,397.5,67.77
07/09/2018,259.54,0.1461,1.1553,8.34,#N/A,#N/A,0.292,382.5,67.75
10/09/2018,258.94,0.14588,1.1594,8.23,#N/A,#N/A,0.2712,383.3,67.54
11/09/2018,260.03,0.14551,1.1606,8.14,#N/A,#N/A,0.261,382.5,69.25
12/09/2018,260.25,0.14575,1.1626,8.24,#N/A,#N/A,0.2604,373.9,70.37
13/09/2018,261.78,0.1461,1.169,8.69,#N/A,#N/A,0.2802,378.5,68.59
14/09/2018,261.89,0.14556,1.1625,8.55,#N/A,#N/A,0.2735,370,68.99
17/09/2018,260.98,0.14583,1.1683,8.04,#N/A,#N/A,0.2767,363.1,68.864
18/09/2018,262.91,0.14574,1.1667,8.1,#N/A,#N/A,0.326,348.1,69.746
19/09/2018,264.42,0.14599,1.1673,8.17,#N/A,#N/A,0.3209,347.2,70.91
20/09/2018,267.04,0.14605,1.1777,8.09,#N/A,#N/A,0.3682,345,70.416
21/09/2018,267.12,0.14582,1.1749,8.85,#N/A,#N/A,0.6326,340.3,70.78
24/09/2018,265.42,0.14537,1.1748,8.32,#N/A,#N/A,0.529,339.6,72.08
25/09/2018,264.73,0.14562,1.1767,8.05,#N/A,#N/A,0.4552,336.9,72.28
26/09/2018,263.78,0.14539,1.1739,8.03,#N/A,#N/A,0.5497,351,71.57
27/09/2018,264.25,0.14513,1.1641,8.08,#N/A,#N/A,0.524,359.4,72.12
28/09/2018,264.4,0.14558,1.1604,7.94,#N/A,#N/A,0.5305,344.4,73.25
01/10/2018,266.73,0.14558,1.1578,7.73,#N/A,#N/A,0.5486,337.4,75.3
02/10/2018,267.57,0.14558,1.1548,7.4,#N/A,#N/A,0.5596,346.3,75.23
03/10/2018,267.95,0.14558,1.1478,7.36,#N/A,#N/A,0.5287,353.6,76.41
04/10/2018,266.25,0.14558,1.1514,7.46,#N/A,#N/A,0.5337,361.4,74.33
05/10/2018,264.32,0.14558,1.1524,7.3,#N/A,#N/A,0.5198,350.3,74.34
08/10/2018,264.83,0.14429,1.1492,7.88,#N/A,#N/A,0.4918,353.5,74.29
09/10/2018,264.23,0.14445,1.1491,7.725,#N/A,#N/A,0.476,349,74.96
10/10/2018,256.06,0.14442,1.152,7.31,#N/A,#N/A,0.4685,339.2,73.17
11/10/2018,250.27,0.14514,1.1593,6.78,#N/A,#N/A,0.4095,324.2,70.97
12/10/2018,253.3,0.14446,1.156,6.85,#N/A,#N/A,0.4257,320.1,71.34
15/10/2018,252.34,0.14457,1.1579,7.25,#N/A,#N/A,0.4522,325.2,71.78
16/10/2018,257.92,0.14468,1.1574,7.28,#N/A,#N/A,0.4585,339.9,71.92
17/10/2018,256.97,0.14435,1.1501,7.21,#N/A,#N/A,0.4706,333.9,69.74
18/10/2018,253.68,0.14414,1.1453,6.98,#N/A,#N/A,0.4716,325.9,68.674
19/10/2018,254.32,0.14431,1.1514,7.05,#N/A,#N/A,0.454,328.5,69.216
22/10/2018,253.04,0.14394,1.1464,7.18,#N/A,#N/A,0.4533,320,69.322
23/10/2018,251.67,0.14413,1.1471,7.22,#N/A,#N/A,0.445,314.3,66.43
24/10/2018,245.64,0.14401,1.1392,7.19,#N/A,#N/A,0.4644,303,66.82
25/10/2018,249.77,0.14391,1.1375,7.04,#N/A,#N/A,0.4567,305.7,67.33
26/10/2018,246.53,0.14402,1.1403,6.97,#N/A,#N/A,0.4586,306.8,67.59
29/10/2018,244.47,0.14364,1.1373,6.83,#N/A,#N/A,0.4425,303.3,67.04
30/10/2018,248.7,0.14353,1.1345,6.66,#N/A,#N/A,0.4462,302.4,66.18
31/10/2018,251.19,0.14335,1.1312,6.74,#N/A,#N/A,0.4426,311,65.31
01/11/2018,253.73,0.14444,1.1408,6.64,#N/A,#N/A,0.4525,326,63.69
02/11/2018,252.46,0.14512,1.1388,6.93,#N/A,#N/A,0.462,341,63.14
05/11/2018,254.48,0.14439,1.1407,7.165,#N/A,#N/A,0.4845,344.4,63.1
06/11/2018,256.23,0.14452,1.1427,7.49,#N/A,#N/A,0.538,350.3,62.21
07/11/2018,261.78,0.14451,1.1426,7.72,#N/A,#N/A,0.5304,340.8,61.67
08/11/2018,262.1,0.14421,1.1363,7.44,#N/A,#N/A,0.5134,349.5,60.67
09/11/2018,260.09,0.14374,1.1336,7.06,#N/A,#N/A,0.4997,358.4,60.19
12/11/2018,254.22,0.1436,1.1218,6.91,#N/A,#N/A,0.5248,353,59.93
13/11/2018,253.06,0.14376,1.129,6.87,#N/A,#N/A,0.5213,341.3,55.69
14/11/2018,250.91,0.14387,1.131,5.98,#N/A,#N/A,0.4811,356.3,56.288
15/11/2018,253.22,0.14411,1.1328,6.25,#N/A,#N/A,0.4553,366.4,56.548
16/11/2018,254.05,0.14413,1.1415,6.05,#N/A,#N/A,0.4715,351.4,56.592
19/11/2018,249.86,0.14405,1.1454,5.4,#N/A,#N/A,0.4886,358.5,57.112
20/11/2018,244.5,0.14398,1.137,4.895,#N/A,#N/A,0.4661,356,53.43
21/11/2018,244.65,0.14436,1.1384,5.03,#N/A,#N/A,0.4422,365.7,54.63
22/11/2018,244.65,0.14426,1.1403,5.03,#N/A,#N/A,0.4331,365.7,54.63
23/11/2018,242.81,0.14392,1.1337,4.88,#N/A,#N/A,0.4103,362.3,50.42
26/11/2018,246.39,0.14408,1.1328,4.49,#N/A,#N/A,0.3534,355.7,51.63
27/11/2018,247.5,0.14385,1.1289,4.7,#N/A,#N/A,0.3484,346.2,51.56
28/11/2018,253.84,0.14381,1.1366,5.54,#N/A,#N/A,0.3887,336.7,50.29
29/11/2018,253.59,0.14403,1.1393,5.29,#N/A,#N/A,0.3778,329.7,51.45
30/11/2018,255.51,0.1437,1.1317,4.99,#N/A,#N/A,0.3591,323.9,50.93
03/12/2018,258.73,0.14528,1.1354,4.75,#N/A,#N/A,0.3507,334.8,52.95
04/12/2018,250.73,0.14626,1.1343,4.51,#N/A,#N/A,0.3612,321.8,53.25
05/12/2018,250.73,0.14584,1.1344,4.51,#N/A,#N/A,0.3435,321.8,53.25
06/12/2018,249.72,0.14529,1.1374,4.29,#N/A,#N/A,0.3276,319.5,51.49
07/12/2018,244.31,0.14547,1.1379,3.98,#N/A,#N/A,0.3032,331.9,52.61
10/12/2018,244.71,0.14466,1.1356,4.03,#N/A,#N/A,0.3002,317.1,51
11/12/2018,244.23,0.14494,1.1317,3.95,#N/A,#N/A,0.2972,316.4,51.65
12/12/2018,245.88,0.14535,1.1369,4.05,#N/A,#N/A,0.3084,322.2,51.15
13/12/2018,246.27,0.14531,1.1361,3.885,#N/A,#N/A,0.3044,323.2,52.58
14/12/2018,241.42,0.14477,1.1306,3.84,#N/A,#N/A,0.2923,321.6,51.254
17/12/2018,236.43,0.14499,1.1348,4.35,#N/A,#N/A,0.3055,320.7,50.008
18/12/2018,237.36,0.14503,1.1361,4.15,#N/A,#N/A,0.3397,325.3,46.456
19/12/2018,233.42,0.14511,1.1376,4.31,#N/A,#N/A,0.3799,335.8,47.976
20/12/2018,228.89,0.14524,1.1446,4.63,#N/A,#N/A,0.3769,334.8,45.88
21/12/2018,224.09,0.14479,1.1372,4.32,#N/A,#N/A,0.3719,339.3,45.59
24/12/2018,218.1,0.14495,1.1406,4.79,#N/A,#N/A,0.443,338.4,42.53
25/12/2018,218.1,0.1452,1.1392,4.79,#N/A,#N/A,0.3771,338.4,42.53
26/12/2018,228.71,0.14523,1.1353,4.25,#N/A,#N/A,0.3687,336.2,46.22
27/12/2018,231.26,0.14564,1.143,4.04,#N/A,#N/A,0.3686,336.4,44.61
28/12/2018,230.48,0.14539,1.1444,4.17,#N/A,#N/A,0.3592,334,45.33
31/12/2018,233.2,0.14538,1.1467,3.965,#N/A,#N/A,0.3614,337,45.41
01/01/2019,233.2,0.14538,1.1465,3.965,#N/A,#N/A,0.3601,337,45.41
02/01/2019,233.36,0.14573,1.1344,4.62,#N/A,#N/A,0.3701,333.2,46.54
03/01/2019,226.72,0.14552,1.1394,4.52,#N/A,#N/A,0.3653,329.5,47.09
04/01/2019,234.28,0.14559,1.1395,4.53,#N/A,#N/A,0.354,329.9,47.96
07/01/2019,235.36,0.14596,1.1474,4.86,#N/A,#N/A,0.367,330.8,48.52
08/01/2019,237.92,0.14592,1.1441,4.96,#N/A,#N/A,0.3746,340.2,49.78
09/01/2019,238.92,0.14677,1.1543,4.71,#N/A,#N/A,0.3681,336.3,52.36
10/01/2019,240,0.14731,1.15,4.32,#N/A,#N/A,0.3451,346.4,52.59
11/01/2019,239.88,0.14787,1.1469,4.32,#N/A,#N/A,0.3342,343.2,51.59
14/01/2019,238.94,0.14775,1.1469,4.47,#N/A,#N/A,0.329,338.4,50.51
15/01/2019,240.64,0.14791,1.1413,4.21,#N/A,#N/A,0.333,353.4,52.11
16/01/2019,241.86,0.14798,1.1392,4.24,#N/A,#N/A,0.3303,361.5,52.37
17/01/2019,243.8,0.14758,1.1389,4.43,#N/A,#N/A,0.3279,359.4,52.186
18/01/2019,247.05,0.14752,1.1363,4.34,#N/A,#N/A,0.3274,354.9,53.944
21/01/2019,247.05,0.1471,1.1365,4.34,#N/A,#N/A,0.3198,354.9,53.944
22/01/2019,244,0.14689,1.136,4.25,#N/A,#N/A,0.3215,363.4,52.922
23/01/2019,245.72,0.14723,1.1381,4.12,#N/A,#N/A,0.3192,366.1,52.62
24/01/2019,245.47,0.14731,1.1304,4.25,#N/A,#N/A,0.3189,381.1,53.13
25/01/2019,247.39,0.14818,1.1406,4.19,#N/A,#N/A,0.3158,381.5,53.69
28/01/2019,245.1,0.14825,1.1428,3.93,#N/A,#N/A,0.2867,389.7,51.99
29/01/2019,245.71,0.14852,1.1433,4.02,#N/A,#N/A,0.2922,401.5,53.31
30/01/2019,250.18,0.14889,1.148,4.06,#N/A,#N/A,0.3185,416.5,54.23
31/01/2019,250.12,0.14924,1.1448,3.99,#N/A,#N/A,0.3118,416.2,53.79
01/02/2019,250.48,0.14826,1.1456,4.02,#N/A,#N/A,0.3108,419.2,55.26
04/02/2019,252.32,0.14826,1.1438,3.96,#N/A,#N/A,0.3,423.9,54.56
05/02/2019,253.96,0.14826,1.1406,3.9,#N/A,#N/A,0.2975,438.9,53.66
06/02/2019,253.87,0.14826,1.1362,3.84,#N/A,#N/A,0.2908,439.5,54.01
07/02/2019,251.9,0.14826,1.1341,3.87,#N/A,#N/A,0.2927,424.5,52.64
08/02/2019,251.32,0.14826,1.1323,4.46,#N/A,#N/A,0.3021,419.1,52.72
11/02/2019,250.94,0.14722,1.1276,4.23,#N/A,#N/A,0.3055,404.1,52.41
12/02/2019,254.53,0.14762,1.1326,4.385,#N/A,#N/A,0.3001,401.4,53.1
13/02/2019,255.8,0.14792,1.1261,4.16,#N/A,#N/A,0.3029,416.4,53.9
14/02/2019,255.16,0.14766,1.1295,4.08,#N/A,#N/A,0.3025,423.3,54.486
15/02/2019,258.65,0.14764,1.1296,4.19,#N/A,#N/A,0.3001,408.3,55.746
18/02/2019,258.65,0.14778,1.1311,4.19,#N/A,#N/A,0.3181,408.3,55.746
19/02/2019,258.81,0.14796,1.1341,4.68,#N/A,#N/A,0.3406,397.4,56.306
20/02/2019,259.5,0.14879,1.1338,4.82,#N/A,#N/A,0.3287,389,57.112
21/02/2019,258.53,0.14876,1.1336,4.72,#N/A,#N/A,0.3215,394.3,56.96
22/02/2019,260.17,0.14894,1.1335,4.84,#N/A,#N/A,0.3229,393.5,57.26
25/02/2019,260.89,0.14949,1.1358,4.65,#N/A,#N/A,0.3079,395.4,55.48
26/02/2019,260.54,0.14925,1.1389,4.36,#N/A,#N/A,0.3225,393.2,55.5
27/02/2019,259.87,0.14954,1.137,4.3,#N/A,#N/A,0.3185,390.6,56.94
28/02/2019,259.28,0.14939,1.1371,4.46,#N/A,#N/A,0.3161,391.4,57.22
01/03/2019,260.42,0.14911,1.1365,4.58,#N/A,#N/A,0.3237,382.4,55.8
04/03/2019,258.28,0.1491,1.134,4.29,#N/A,#N/A,0.3052,367.4,56.59
05/03/2019,258.19,0.14909,1.1308,4.57,#N/A,#N/A,0.3153,360.1,56.56
06/03/2019,256.87,0.149,1.1307,4.65,#N/A,#N/A,0.3199,370.5,56.22
07/03/2019,254.81,0.14892,1.1193,4.75,#N/A,#N/A,0.319,381.8,56.66
08/03/2019,254.71,0.14877,1.1235,4.86,#N/A,#N/A,0.3129,396.8,56.07
11/03/2019,256.76,0.14867,1.1245,4.62,#N/A,#N/A,0.3116,411.8,56.79
12/03/2019,255.86,0.14906,1.1288,4.6,#N/A,#N/A,0.3122,399.3,56.87
13/03/2019,257.35,0.1491,1.1327,4.5,#N/A,#N/A,0.318,395.8,58.26
14/03/2019,257.54,0.14875,1.1304,4.5,#N/A,#N/A,0.3133,386.8,58.61
15/03/2019,258.34,0.14895,1.1326,4.66,#N/A,#N/A,0.3175,390.2,58.58
18/03/2019,258.99,0.14896,1.1337,4.88,#N/A,#N/A,0.3172,390.6,59.206
19/03/2019,258.88,0.14899,1.1352,4.99,#N/A,#N/A,0.3155,385.5,59.186
20/03/2019,257.29,0.14938,1.1413,4.92,#N/A,#N/A,0.3208,381.1,60.15
21/03/2019,259.58,0.14929,1.1374,4.81,#N/A,#N/A,0.3108,378.4,59.98
22/03/2019,254.96,0.14885,1.1302,4.7925,#N/A,#N/A,0.3127,368.3,59.04
25/03/2019,255.07,0.14904,1.1312,4.57,#N/A,#N/A,0.3053,363,58.82
26/03/2019,256.46,0.1489,1.1266,4.56,#N/A,#N/A,0.2998,369.2,59.94
27/03/2019,256.11,0.14865,1.1244,4.62,#N/A,#N/A,0.3078,366.6,59.41
28/03/2019,257.08,0.14839,1.1221,4.54,#N/A,#N/A,0.3077,374.9,59.3
29/03/2019,259.13,0.14898,1.1218,4.78,#N/A,#N/A,0.3089,360.2,60.14
01/04/2019,262.39,0.149,1.1213,4.97,#N/A,#N/A,0.3132,365.7,61.59
02/04/2019,261.69,0.14874,1.1204,5.74,#N/A,#N/A,0.3407,359.9,62.58
03/04/2019,262,0.149,1.1233,6.19,#N/A,#N/A,0.363,365.2,62.46
04/04/2019,263.78,0.14887,1.1221,5.82,#N/A,#N/A,0.3381,360.3,62.1
05/04/2019,264.16,0.14886,1.1216,6.26,#N/A,#N/A,0.3615,352.8,63.08
08/04/2019,263.22,0.14889,1.1263,6.83,#N/A,#N/A,0.3566,345.5,64.4
09/04/2019,261.51,0.14899,1.1263,6.64,#N/A,#N/A,0.3532,340,63.98
10/04/2019,261.6,0.1489,1.1274,7.32,#N/A,#N/A,0.356,342.4,64.61
11/04/2019,261.4,0.14882,1.1253,6.66,#N/A,#N/A,0.3286,340.3,63.58
12/04/2019,264.07,0.14916,1.1299,6.49,#N/A,#N/A,0.3281,348.7,63.89
15/04/2019,263.81,0.14906,1.1304,6.14,#N/A,#N/A,0.3268,348,63.4
16/04/2019,264.53,0.14898,1.1281,6.69,#N/A,#N/A,0.3185,335.8,64.078
17/04/2019,264.53,0.14952,1.1296,6.71,#N/A,#N/A,0.334,338.9,63.804
18/04/2019,265.56,0.14905,1.123,6.9,#N/A,#N/A,0.3371,335.7,64.042
19/04/2019,265.56,0.14916,1.1245,6.9,#N/A,#N/A,0.3303,335.7,64.042
22/04/2019,265.07,0.14899,1.1257,7.07,#N/A,#N/A,0.3249,323.6,65.58
23/04/2019,266.48,0.14868,1.1227,7.39,#N/A,#N/A,0.3269,314.9,66.3
24/04/2019,265.92,0.14876,1.1155,6.79,#N/A,#N/A,0.3013,330.1,65.89
25/04/2019,264.53,0.1483,1.1132,6.98,#N/A,#N/A,0.3042,343.8,65.21
26/04/2019,265.34,0.1486,1.1151,6.28,#N/A,#N/A,0.296,350.7,63.3
29/04/2019,265.44,0.14851,1.1186,6.21,#N/A,#N/A,0.2917,342.7,63.5
30/04/2019,265.79,0.14848,1.1215,6.61,#N/A,#N/A,0.3059,343.7,63.91
01/05/2019,264.15,0.14848,1.1196,6.75,#N/A,#N/A,0.3001,338,63.6
02/05/2019,262.88,0.14848,1.1172,6.85,#N/A,#N/A,0.2981,348.5,61.81
03/05/2019,264.97,0.14849,1.1198,7.325,#N/A,#N/A,0.3074,349.3,61.94
06/05/2019,264.27,0.14783,1.1199,7.52,#N/A,#N/A,0.3001,347.9,62.25
07/05/2019,259.52,0.14756,1.1191,7.81,#N/A,#N/A,0.2978,341.8,61.4
08/05/2019,259.66,0.14743,1.1192,7.84,#N/A,#N/A,0.2992,346.1,62.12
09/05/2019,258.44,0.14647,1.1215,8.23,#N/A,#N/A,0.297,358.5,61.7
10/05/2019,259.92,0.14654,1.1233,8.6,#N/A,#N/A,0.2967,358.5,61.66
13/05/2019,253.47,0.14538,1.1222,10.21,#N/A,#N/A,0.3239,343.5,61.04
14/05/2019,255.81,0.14544,1.1204,9.48,#N/A,#N/A,0.4112,335.9,61.78
15/05/2019,256.92,0.14543,1.1201,10.55,#N/A,#N/A,0.4209,326.2,62.02
16/05/2019,259.16,0.14527,1.1174,9.94,#N/A,#N/A,0.4204,328.1,62.908
17/05/2019,257.44,0.14454,1.1158,9.23,#N/A,#N/A,0.3777,324,62.824
20/05/2019,256.67,0.14467,1.1166,9.95,#N/A,#N/A,0.3881,313.6,63.166
21/05/2019,258.77,0.14488,1.1161,10.4,#N/A,#N/A,0.3955,317.9,63.102
22/05/2019,257.6,0.1448,1.115,10.17,#N/A,#N/A,0.3919,319,61.42
23/05/2019,254.76,0.14471,1.1181,9.99,#N/A,#N/A,0.3739,323.7,57.91
24/05/2019,256.12,0.14492,1.1203,10.7,#N/A,#N/A,0.3902,326.5,58.63
27/05/2019,256.12,0.14497,1.1194,10.7,#N/A,#N/A,0.4148,326.5,58.63
28/05/2019,253.47,0.14471,1.116,11.44,#N/A,#N/A,0.426,307.5,59.14
29/05/2019,251.27,0.14463,1.1131,11.63,#N/A,#N/A,0.4524,316.2,58.81
30/05/2019,251.87,0.14489,1.1129,11.63,#N/A,#N/A,0.4636,309.3,56.59
31/05/2019,248.22,0.14482,1.1169,11.06,#N/A,#N/A,0.429,305.5,53.5
03/06/2019,248.5,0.14485,1.1241,10.77,#N/A,#N/A,0.4396,301.8,53.25
04/06/2019,253.65,0.14475,1.1252,9.12,#N/A,#N/A,0.4144,316.4,53.48
