#NAME?,DIA US Index,CNYUSD Curncy,EURUSD Curncy,GBTC US Equity,ETHE US Equity,LTCN US Equity,CCRIXRP Index,Lumber prices,WTI Oil
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)","px_last(dates=range(2015-01-01,2021-12-31),fill=PREV)"
21/03/2016,176.01,0.15419,1.1241,0.584615385,#N/A,#N/A,#N/A,307.1,41.198
22/03/2016,175.7,0.15406,1.1217,0.593406593,#N/A,#N/A,#N/A,311,41.45
23/03/2016,174.81,0.15368,1.1181,0.593406593,#N/A,#N/A,#N/A,303.5,39.79
24/03/2016,174.94,0.15347,1.1174,0.582417582,#N/A,#N/A,#N/A,299,39.46
25/03/2016,174.94,0.15336,1.1167,0.582417582,#N/A,#N/A,#N/A,299,39.46
28/03/2016,175.12,0.1541,1.1196,0.597802198,#N/A,#N/A,#N/A,309,39.39
29/03/2016,176.07,0.15392,1.1291,0.6,#N/A,#N/A,#N/A,312.9,38.28
30/03/2016,176.89,0.15463,1.1338,0.598901099,#N/A,#N/A,#N/A,312.3,38.32
31/03/2016,176.64,0.15506,1.138,0.597802198,#N/A,#N/A,#N/A,310.7,38.34
01/04/2016,177.72,0.15435,1.1391,0.601648352,#N/A,#N/A,#N/A,300.7,36.79
04/04/2016,177.12,0.15429,1.1391,0.626263736,#N/A,#N/A,#N/A,292.6,35.7
05/04/2016,175.82,0.15438,1.1384,0.635714286,#N/A,#N/A,#N/A,288.7,35.89
06/04/2016,177.04,0.15441,1.1399,0.630659341,#N/A,#N/A,#N/A,293.8,37.75
07/04/2016,175.29,0.15468,1.1378,0.607362637,#N/A,#N/A,#N/A,293.3,37.26
08/04/2016,175.66,0.15462,1.1399,0.640659341,#N/A,#N/A,#N/A,290.5,39.72
11/04/2016,175.44,0.15484,1.1408,0.615384615,#N/A,#N/A,#N/A,291.2,40.36
12/04/2016,177.09,0.15472,1.1386,0.626263736,#N/A,#N/A,#N/A,296.7,42.17
13/04/2016,178.92,0.15445,1.1274,0.608021978,#N/A,#N/A,#N/A,293,41.76
14/04/2016,179.11,0.15427,1.1268,0.615934066,#N/A,#N/A,#N/A,287.9,41.5
15/04/2016,178.68,0.15437,1.1284,0.643956044,#N/A,#N/A,#N/A,280.5,40.63
18/04/2016,179.78,0.1544,1.1313,0.652747253,#N/A,#N/A,#N/A,276.2,40.344
19/04/2016,180.32,0.15482,1.1358,0.653846154,#N/A,#N/A,#N/A,282.7,41.914
20/04/2016,180.75,0.15458,1.1297,0.686813187,#N/A,#N/A,#N/A,282.6,43.87
21/04/2016,179.7,0.15427,1.1288,0.722087912,#N/A,#N/A,#N/A,279.9,43.18
22/04/2016,179.9,0.15369,1.1222,0.779120879,#N/A,#N/A,#N/A,287,43.73
25/04/2016,179.54,0.15411,1.1268,0.813296703,#N/A,#N/A,#N/A,293.7,42.64
26/04/2016,179.64,0.15406,1.1297,0.808791209,#N/A,#N/A,#N/A,295.4,44.04
27/04/2016,180.25,0.15386,1.1322,0.791208791,#N/A,#N/A,#N/A,305.4,45.33
28/04/2016,178.2,0.15437,1.1352,0.764835165,#N/A,#N/A,#N/A,309.2,46.03
29/04/2016,177.59,0.1544,1.1451,0.787912088,#N/A,#N/A,#N/A,305.3,45.92
02/05/2016,178.7,0.15446,1.1534,0.821538462,#N/A,#N/A,#N/A,302.9,44.78
03/05/2016,177.3,0.15404,1.1496,0.821428571,#N/A,#N/A,#N/A,297.5,43.65
04/05/2016,176.32,0.15393,1.1487,0.824175824,#N/A,#N/A,#N/A,298.9,43.78
05/05/2016,176.4408125,0.15357,1.1405,0.81043956,#N/A,#N/A,#N/A,302.3,44.32
06/05/2016,177.34,0.15392,1.1404,0.823076923,#N/A,#N/A,#N/A,303.9,44.66
09/05/2016,176.98,0.15344,1.1383,0.832747253,#N/A,#N/A,#N/A,313.9,43.44
10/05/2016,179.2,0.15344,1.1372,0.807692308,#N/A,#N/A,#N/A,321.5,44.66
11/05/2016,177.2991875,0.15408,1.1426,0.807582418,#N/A,#N/A,#N/A,321.2,46.23
12/05/2016,177.42,0.15341,1.1377,0.796813187,#N/A,#N/A,#N/A,322.1,46.7
13/05/2016,175.48,0.15309,1.1309,0.791758242,#N/A,#N/A,#N/A,320.5,46.21
16/05/2016,177.26,0.1534,1.1321,0.714285714,#N/A,#N/A,#N/A,328,47.72
17/05/2016,175.56,0.15336,1.1313,0.758241758,#N/A,#N/A,#N/A,323.8,48.446
18/05/2016,175.63,0.15289,1.1216,0.708791209,#N/A,#N/A,#N/A,318.9,48.426
19/05/2016,174.68,0.1528,1.1203,0.681318681,#N/A,#N/A,#N/A,309.4,48.466
20/05/2016,174.76,0.15276,1.1224,0.713186813,#N/A,#N/A,#N/A,307.3,48.278
23/05/2016,174.78,0.15257,1.122,0.725274725,#N/A,#N/A,#N/A,298.1,48.08
24/05/2016,176.86,0.15251,1.1141,0.769230769,#N/A,#N/A,#N/A,301,48.62
25/05/2016,178.28,0.15258,1.1155,0.758241758,#N/A,#N/A,#N/A,302.9,49.56
26/05/2016,178.08,0.15249,1.1194,0.769505495,#N/A,#N/A,#N/A,308.5,49.48
27/05/2016,178.5,0.15237,1.1115,0.791208791,#N/A,#N/A,#N/A,309.3,49.33
30/05/2016,178.5,0.15185,1.1138,0.791208791,#N/A,#N/A,#N/A,309.3,49.33
31/05/2016,177.65,0.15192,1.1132,0.858241758,#N/A,#N/A,#N/A,303.4,49.1
01/06/2016,177.73,0.15209,1.1188,0.856043956,#N/A,#N/A,#N/A,296.5,49.01
02/06/2016,178.28,0.15186,1.1151,0.857142857,#N/A,#N/A,#N/A,296.8,49.17
03/06/2016,178.06,0.15263,1.1367,0.971978022,#N/A,#N/A,#N/A,301.8,48.62
06/06/2016,179.18,0.15249,1.1355,1.027472527,#N/A,#N/A,#N/A,306.1,49.69
07/06/2016,179.38,0.15222,1.1358,1.032967033,#N/A,#N/A,#N/A,298.9,50.36
08/06/2016,180.06,0.15243,1.1395,1.098901099,#N/A,#N/A,#N/A,292.7,51.23
09/06/2016,179.88,0.15235,1.1316,1.076923077,#N/A,#N/A,#N/A,302.7,50.56
10/06/2016,178.71,0.15216,1.1251,1.021098901,#N/A,#N/A,#N/A,306.1,49.07
13/06/2016,177.36,0.15193,1.1292,1.263736264,#N/A,#N/A,#N/A,302.1,48.88
14/06/2016,176.81,0.15161,1.1207,1.236813187,#N/A,#N/A,#N/A,297.4,48.49
15/06/2016,176.57,0.15199,1.126,1.263736264,#N/A,#N/A,#N/A,297.9,48.01
16/06/2016,177.46,0.15179,1.1225,1.417582418,#N/A,#N/A,#N/A,301.8,46.316
17/06/2016,176.52,0.15189,1.1277,1.483516484,#N/A,#N/A,#N/A,298,48.212
20/06/2016,177.8,0.15198,1.1314,1.318681319,#N/A,#N/A,#N/A,309.9,49.724
21/06/2016,178.06,0.15168,1.1242,1.148351648,#N/A,#N/A,#N/A,308.2,49.65
22/06/2016,177.57,0.15216,1.1296,1.10989011,#N/A,#N/A,#N/A,308.2,49.13
23/06/2016,179.81,0.15197,1.1385,1.164835165,#N/A,#N/A,#N/A,311,50.11
24/06/2016,173.76,0.15101,1.1117,1.351648352,#N/A,#N/A,#N/A,303.5,47.64
27/06/2016,171.2,0.15027,1.1025,1.32967033,#N/A,#N/A,#N/A,298.2,46.33
28/06/2016,173.82,0.15033,1.1065,1.307142857,#N/A,#N/A,#N/A,302.9,47.85
29/06/2016,176.64,0.15071,1.1125,1.285714286,#N/A,#N/A,#N/A,307.7,49.88
30/06/2016,179,0.15057,1.1106,1.313736264,#N/A,#N/A,#N/A,307.7,48.33
01/07/2016,179.31,0.15023,1.1136,1.289450549,#N/A,#N/A,#N/A,315,48.99
04/07/2016,179.31,0.14994,1.1154,1.289450549,#N/A,#N/A,#N/A,315,48.99
05/07/2016,178.21,0.14973,1.1076,1.252747253,#N/A,#N/A,#N/A,322.8,46.6
06/07/2016,178.98,0.14942,1.11,1.285714286,#N/A,#N/A,#N/A,321.6,47.43
07/07/2016,178.79,0.14967,1.1063,1.247252747,#N/A,#N/A,#N/A,318.8,45.14
08/07/2016,181.3,0.14952,1.1051,1.314285714,#N/A,#N/A,#N/A,319.2,45.41
11/07/2016,182.12,0.14934,1.1058,1.324175824,#N/A,#N/A,#N/A,322.2,44.76
12/07/2016,183.39,0.14966,1.1061,1.307692308,#N/A,#N/A,#N/A,324.5,46.8
13/07/2016,183.6,0.14955,1.109,1.318681319,#N/A,#N/A,#N/A,333.3,44.75
14/07/2016,184.96,0.14966,1.112,1.313186813,#N/A,#N/A,#N/A,336.2,45.68
15/07/2016,184.88,0.14942,1.1035,1.318681319,#N/A,#N/A,#N/A,328.3,46.09
18/07/2016,185.08,0.14923,1.1075,1.291208791,#N/A,#N/A,#N/A,325.7,45.52
19/07/2016,185.42,0.14931,1.1021,1.137362637,#N/A,#N/A,#N/A,327.6,45.13
20/07/2016,185.78,0.14974,1.1015,1.153846154,#N/A,#N/A,#N/A,329.9,45.588
21/07/2016,184.98,0.14983,1.1026,1.164835165,#N/A,#N/A,#N/A,329.1,44.75
22/07/2016,185.51,0.14966,1.0977,1.153846154,#N/A,#N/A,#N/A,329.7,44.19
25/07/2016,184.81,0.14981,1.0995,1.142857143,#N/A,#N/A,#N/A,330.2,43.13
26/07/2016,184.6,0.14988,1.0986,1.148351648,#N/A,#N/A,#N/A,328.3,42.92
27/07/2016,184.58,0.14971,1.1058,1.098901099,#N/A,#N/A,#N/A,325.7,41.92
28/07/2016,184.38,0.15026,1.1077,1.04010989,#N/A,#N/A,#N/A,318.4,41.14
29/07/2016,184.13,0.15064,1.1174,1.043956044,#N/A,#N/A,#N/A,314.4,41.6
01/08/2016,183.87,0.15056,1.1163,0.956043956,#N/A,#N/A,#N/A,314.9,40.06
02/08/2016,182.97,0.15096,1.1224,0.901098901,#N/A,#N/A,#N/A,315,39.51
03/08/2016,183.36,0.15078,1.1149,0.989010989,#N/A,#N/A,#N/A,317.1,40.83
04/08/2016,183.45,0.15057,1.113,1.071428571,#N/A,#N/A,#N/A,322.6,41.93
05/08/2016,185.26,0.15029,1.1086,0.989010989,#N/A,#N/A,#N/A,322.2,41.8
08/08/2016,185.28,0.15021,1.1088,1.010989011,#N/A,#N/A,#N/A,332.2,43.02
09/08/2016,185.35,0.15026,1.1117,1.010989011,#N/A,#N/A,#N/A,330.7,42.77
10/08/2016,185.12,0.15068,1.1176,1.054945055,#N/A,#N/A,#N/A,322.6,41.71
11/08/2016,186.3,0.15082,1.1137,1.038461538,#N/A,#N/A,#N/A,324.1,43.49
12/08/2016,185.9,0.15058,1.1162,1.071428571,#N/A,#N/A,#N/A,324.6,44.49
15/08/2016,186.52,0.15063,1.1184,1.044505495,#N/A,#N/A,#N/A,323.3,45.74
16/08/2016,185.76,0.15097,1.1279,1.098791209,#N/A,#N/A,#N/A,323,46.58
17/08/2016,186.1,0.1504,1.1289,1.087912088,#N/A,#N/A,#N/A,320.3,46.936
18/08/2016,186.34,0.15081,1.1354,1.054945055,#N/A,#N/A,#N/A,322.3,48.488
19/08/2016,185.32,0.1504,1.1325,1.076923077,#N/A,#N/A,#N/A,323.2,48.874
22/08/2016,185.12,0.15035,1.132,1.043956044,#N/A,#N/A,#N/A,325,47.338
23/08/2016,185.3,0.15052,1.1305,0.978021978,#N/A,#N/A,#N/A,336.2,48.1
24/08/2016,184.66,0.15015,1.1264,0.901098901,#N/A,#N/A,#N/A,335.4,46.77
25/08/2016,184.37,0.15028,1.1285,0.868131868,#N/A,#N/A,#N/A,329.7,47.33
26/08/2016,183.82,0.14996,1.1198,0.911758242,#N/A,#N/A,#N/A,322.7,47.64
29/08/2016,184.83,0.14972,1.1189,0.917582418,#N/A,#N/A,#N/A,319.8,46.98
30/08/2016,184.51,0.1496,1.1143,0.934065934,#N/A,#N/A,#N/A,319.1,46.35
31/08/2016,183.94,0.14975,1.1158,0.901098901,#N/A,#N/A,#N/A,311.1,44.7
01/09/2016,184.1,0.14994,1.1197,0.868131868,#N/A,#N/A,#N/A,305.8,43.16
02/09/2016,184.86,0.14965,1.1156,0.88021978,#N/A,#N/A,#N/A,313.6,44.44
05/09/2016,184.86,0.14977,1.1147,0.88021978,#N/A,#N/A,#N/A,313.6,44.44
06/09/2016,185.32,0.14977,1.1255,0.983516484,#N/A,#N/A,#N/A,313.6,44.83
07/09/2016,185.32,0.15009,1.1239,1.027472527,#N/A,#N/A,#N/A,311.4,45.5
08/09/2016,184.82,0.15004,1.126,1.058241758,#N/A,#N/A,#N/A,308.2,47.62
09/09/2016,180.91,0.14952,1.1233,1.011098901,#N/A,#N/A,#N/A,309.4,45.88
12/09/2016,183.3,0.1497,1.1235,0.956043956,#N/A,#N/A,#N/A,311.4,46.29
13/09/2016,180.8,0.14975,1.122,1,#N/A,#N/A,#N/A,307.8,44.9
14/09/2016,180.43,0.14988,1.125,1.002747253,#N/A,#N/A,#N/A,307.6,43.58
15/09/2016,182.26,0.14984,1.1244,0.961538462,#N/A,#N/A,#N/A,301,44.032
16/09/2016,180.97,0.14992,1.1155,0.956263736,#N/A,#N/A,#N/A,303.9,43.266
19/09/2016,180.98,0.14995,1.1175,0.993736264,#N/A,#N/A,#N/A,305.6,43.636
20/09/2016,181.05,0.14993,1.1151,0.986263736,#N/A,#N/A,#N/A,306.3,43.928
21/09/2016,182.66,0.15002,1.1189,1.021978022,#N/A,#N/A,#N/A,315.4,45.34
22/09/2016,183.66,0.15006,1.1208,1.016483516,#N/A,#N/A,#N/A,325.4,46.32
23/09/2016,182.42,0.15003,1.1226,0.989010989,#N/A,#N/A,#N/A,327.1,44.48
26/09/2016,180.75,0.15012,1.1254,1.016483516,#N/A,#N/A,#N/A,327.1,45.93
27/09/2016,182,0.14998,1.1215,0.989010989,#N/A,#N/A,#N/A,326.2,44.67
28/09/2016,183.1,0.14991,1.1217,0.991868132,#N/A,#N/A,#N/A,325.6,47.05
29/09/2016,181.22,0.14994,1.1222,0.994505495,#N/A,#N/A,#N/A,330.1,47.83
30/09/2016,182.78,0.15006,1.1235,0.989010989,#N/A,#N/A,#N/A,336.4,48.24
03/10/2016,182.32,0.14995,1.1211,0.991758242,#N/A,#N/A,#N/A,334.9,48.81
04/10/2016,181.48,0.14959,1.1204,0.967032967,#N/A,#N/A,#N/A,330.3,48.69
05/10/2016,182.66,0.14943,1.1205,0.964835165,#N/A,#N/A,#N/A,331.7,49.83
06/10/2016,182.52,0.14921,1.1151,0.945054945,#N/A,#N/A,#N/A,336,50.44
07/10/2016,182.22,0.14934,1.1201,0.990659341,#N/A,#N/A,#N/A,343.1,49.81
10/10/2016,183.12,0.14908,1.1139,1,#N/A,#N/A,#N/A,342.3,51.35
11/10/2016,181.2,0.1486,1.1054,1.043956044,#N/A,#N/A,#N/A,332.3,50.79
12/10/2016,181.37,0.1487,1.1007,1.065714286,#N/A,#N/A,#N/A,334.6,50.18
13/10/2016,180.84,0.14863,1.1056,1.010989011,#N/A,#N/A,#N/A,328,50.44
14/10/2016,181.29,0.14854,1.0972,1.010989011,#N/A,#N/A,#N/A,323.4,50.35
17/10/2016,180.72,0.14844,1.1,0.978021978,#N/A,#N/A,#N/A,315,50.026
18/10/2016,181.37,0.14855,1.0981,0.989010989,#N/A,#N/A,#N/A,322.7,50.422
19/10/2016,182,0.14867,1.0974,0.972527473,#N/A,#N/A,#N/A,326.6,51.732
20/10/2016,181.54,0.14838,1.0929,0.972527473,#N/A,#N/A,#N/A,321.7,50.59
21/10/2016,181.22,0.14792,1.0884,0.978021978,#N/A,#N/A,#N/A,320.2,50.85
24/10/2016,181.96,0.14767,1.0882,0.994615385,#N/A,#N/A,#N/A,319.6,50.52
25/10/2016,181.48,0.14784,1.0889,1.054945055,#N/A,#N/A,#N/A,318.8,49.96
26/10/2016,181.77,0.14771,1.0908,1.096703297,#N/A,#N/A,#N/A,316.7,49.18
27/10/2016,181.53,0.1474,1.0897,1.087912088,#N/A,#N/A,#N/A,315.1,49.72
28/10/2016,181.36,0.14763,1.0985,1.148351648,#N/A,#N/A,#N/A,311.1,48.7
31/10/2016,181.17,0.14779,1.0981,1.185714286,#N/A,#N/A,#N/A,309.2,46.86
01/11/2016,180.12,0.14794,1.1055,1.197802198,#N/A,#N/A,#N/A,308.3,46.67
02/11/2016,179.35,0.14815,1.1098,1.164835165,#N/A,#N/A,#N/A,308.5,45.34
03/11/2016,179.11,0.14807,1.1105,1.10989011,#N/A,#N/A,#N/A,311.1,44.66
04/11/2016,178.71,0.14793,1.1141,1.065934066,#N/A,#N/A,#N/A,312.2,44.07
07/11/2016,182.36,0.14735,1.1041,1.06043956,#N/A,#N/A,#N/A,311.9,44.89
08/11/2016,183.38,0.14741,1.1026,1.10989011,#N/A,#N/A,#N/A,311.2,44.98
09/11/2016,185.96,0.14691,1.091,1.14010989,#N/A,#N/A,#N/A,316,45.27
10/11/2016,188.13,0.14695,1.0893,1.087912088,#N/A,#N/A,#N/A,316.7,44.66
11/11/2016,188.47,0.14687,1.0855,1.10989011,#N/A,#N/A,#N/A,319.8,43.41
14/11/2016,188.77,0.14606,1.0737,1.098901099,#N/A,#N/A,#N/A,313.4,43.32
15/11/2016,189.34,0.1458,1.0722,1.153846154,#N/A,#N/A,#N/A,312.9,45.81
16/11/2016,188.98,0.14552,1.0691,1.17032967,#N/A,#N/A,#N/A,315.6,45.676
17/11/2016,189.3,0.14511,1.0626,1.176373626,#N/A,#N/A,#N/A,323.1,45.644
18/11/2016,188.46,0.14518,1.0588,1.192307692,#N/A,#N/A,#N/A,320.7,46.092
21/11/2016,189.34,0.14512,1.063,1.175824176,#N/A,#N/A,#N/A,321.5,48.09
22/11/2016,190.02,0.14517,1.0627,1.186813187,#N/A,#N/A,#N/A,322.5,48.03
23/11/2016,190.59,0.14462,1.0553,1.131868132,#N/A,#N/A,#N/A,324.4,47.96
24/11/2016,190.59,0.14448,1.0554,1.131868132,#N/A,#N/A,#N/A,324.4,47.96
25/11/2016,191.3,0.14471,1.0589,1.10989011,#N/A,#N/A,#N/A,334.4,46.06
28/11/2016,190.78,0.14491,1.0614,1.10978022,#N/A,#N/A,#N/A,337.9,47.08
29/11/2016,191.19,0.14525,1.065,1.065934066,#N/A,#N/A,#N/A,330.3,45.23
30/11/2016,191.4,0.14498,1.0589,1.082417582,#N/A,#N/A,#N/A,329.8,49.44
01/12/2016,191.9,0.14544,1.0661,1.101703297,#N/A,#N/A,#N/A,331.1,51.06
02/12/2016,191.74,0.14556,1.0664,1.135164835,#N/A,#N/A,#N/A,337.2,51.68
05/12/2016,192.22,0.14578,1.0764,1.087912088,#N/A,#N/A,#N/A,332.9,51.79
06/12/2016,192.49,0.14542,1.0718,1.089010989,#N/A,#N/A,#N/A,331.4,50.93
07/12/2016,195.48,0.14534,1.0753,1.118131868,#N/A,#N/A,#N/A,328.7,49.77
08/12/2016,196.28,0.14484,1.0615,1.142857143,#N/A,#N/A,#N/A,322.8,50.84
09/12/2016,197.69,0.14474,1.0561,1.131868132,#N/A,#N/A,#N/A,317.3,51.5
12/12/2016,198.08,0.14495,1.0635,1.153846154,#N/A,#N/A,#N/A,315.5,52.83
13/12/2016,199.23,0.14505,1.0626,1.128571429,#N/A,#N/A,#N/A,316,52.98
14/12/2016,198.14,0.1447,1.0536,1.126483516,#N/A,#N/A,#N/A,313.5,51.04
15/12/2016,198.66,0.14422,1.0414,1.111978022,#N/A,#N/A,#N/A,321.6,51.114
16/12/2016,198.19,0.14347,1.0451,1.116483516,#N/A,#N/A,#N/A,309.3,52.32
19/12/2016,198.6,0.14441,1.0402,1.10989011,#N/A,#N/A,#N/A,316.9,52.684
20/12/2016,199.42,0.144,1.0388,1.10989011,#N/A,#N/A,#N/A,319.9,53.086
21/12/2016,199.16,0.14409,1.0424,1.14010989,#N/A,#N/A,#N/A,320.3,52.49
22/12/2016,198.97,0.14387,1.0437,1.154065934,#N/A,#N/A,#N/A,318.2,52.95
23/12/2016,199.05,0.14388,1.0456,1.216483516,#N/A,#N/A,#N/A,318.6,53.02
26/12/2016,199.05,0.14391,1.0455,1.216483516,#N/A,#N/A,#N/A,318.6,53.02
27/12/2016,199.21,0.14375,1.0457,1.260989011,#N/A,#N/A,#N/A,316.3,53.9
28/12/2016,198.08,0.14335,1.0413,1.318681319,#N/A,#N/A,#N/A,322.5,54.06
29/12/2016,197.99,0.14393,1.049,1.335164835,#N/A,#N/A,#N/A,324.5,53.77
30/12/2016,197.51,0.14388,1.0517,1.336813187,#N/A,#N/A,#N/A,329.4,53.72
02/01/2017,197.51,0.14376,1.0455,1.336813187,#N/A,#N/A,#N/A,329.4,53.72
03/01/2017,198.42,0.14385,1.0405,1.494505495,#N/A,#N/A,#N/A,329.1,52.33
04/01/2017,199.15,0.14504,1.0489,1.604395604,#N/A,#N/A,#N/A,327.9,53.26
05/01/2017,198.75,0.14547,1.0607,1.417582418,#N/A,#N/A,#N/A,328.6,53.76
06/01/2017,199.51,0.14424,1.0532,1.282967033,#N/A,#N/A,#N/A,328.2,53.99
09/01/2017,198.76,0.14416,1.0574,1.258791209,#N/A,#N/A,#N/A,322.1,51.96
10/01/2017,198.4,0.14435,1.0554,1.263736264,#N/A,#N/A,#N/A,322.6,50.82
11/01/2017,199.33,0.14471,1.0582,1.214285714,#N/A,#N/A,#N/A,328.8,52.25
12/01/2017,198.75,0.14515,1.0613,1.186813187,#N/A,#N/A,#N/A,326.8,53.01
13/01/2017,198.7,0.14506,1.0643,1.197692308,#N/A,#N/A,#N/A,333.3,52.37
16/01/2017,198.7,0.14506,1.0601,1.197692308,#N/A,#N/A,#N/A,333.3,52.37
17/01/2017,198.09,0.14613,1.0713,1.285714286,#N/A,#N/A,#N/A,334.7,52.636
18/01/2017,197.95,0.14546,1.063,1.274725275,#N/A,#N/A,#N/A,326.8,51.404
19/01/2017,197.28,0.1453,1.0664,1.285714286,#N/A,#N/A,#N/A,325.6,51.82
20/01/2017,197.96,0.14551,1.0703,1.274725275,#N/A,#N/A,#N/A,325.5,53.06
23/01/2017,197.78,0.14635,1.0765,1.285714286,#N/A,#N/A,#N/A,321.5,52.75
24/01/2017,198.84,0.14599,1.0731,1.229450549,#N/A,#N/A,#N/A,320.8,53.18
25/01/2017,200.42,0.14569,1.0748,1.17043956,#N/A,#N/A,#N/A,328.7,52.75
26/01/2017,200.72,0.14543,1.0682,1.184065934,#N/A,#N/A,#N/A,332,53.78
27/01/2017,200.63,0.145,1.0699,1.208791209,#N/A,#N/A,#N/A,328.4,53.17
30/01/2017,199.38,0.14506,1.0695,1.183956044,#N/A,#N/A,#N/A,324.2,52.63
31/01/2017,198.36,0.14565,1.0798,1.192252747,#N/A,#N/A,#N/A,330,52.81
01/02/2017,198.63,0.14561,1.0769,1.186263736,#N/A,#N/A,#N/A,337.9,53.88
02/02/2017,198.61,0.1463,1.0759,1.203296703,#N/A,#N/A,#N/A,347.9,53.54
03/02/2017,200.38,0.14625,1.0783,1.208791209,#N/A,#N/A,#N/A,350.6,53.83
06/02/2017,200.28,0.14602,1.075,1.208791209,#N/A,#N/A,#N/A,360.1,53.01
07/02/2017,200.58,0.14528,1.0683,1.208901099,#N/A,#N/A,#N/A,361.9,52.17
08/02/2017,200.51,0.1454,1.0698,1.197802198,#N/A,#N/A,#N/A,371.9,52.34
09/02/2017,201.72,0.14528,1.0655,1.142857143,#N/A,#N/A,#N/A,375.4,53
10/02/2017,202.74,0.14536,1.0643,1.159340659,#N/A,#N/A,#N/A,370.5,53.86
13/02/2017,204.2,0.14529,1.0598,1.15989011,#N/A,#N/A,#N/A,365.4,52.93
14/02/2017,205.17,0.14568,1.0578,1.186813187,#N/A,#N/A,#N/A,365.7,53.2
15/02/2017,206.38,0.14592,1.0601,1.186813187,#N/A,#N/A,#N/A,361.3,53.208
16/02/2017,206.48,0.14575,1.0674,1.186813187,#N/A,#N/A,#N/A,371.1,53.516
17/02/2017,205.88,0.14555,1.0616,1.186813187,#N/A,#N/A,#N/A,371.1,53.628
20/02/2017,205.88,0.14559,1.0614,1.186813187,#N/A,#N/A,#N/A,371.1,53.628
21/02/2017,207.07,0.14527,1.0536,1.21978022,#N/A,#N/A,#N/A,372,54.276
22/02/2017,207.45,0.14547,1.0558,1.247252747,#N/A,#N/A,#N/A,375.2,53.59
23/02/2017,207.82,0.1456,1.0582,1.285714286,#N/A,#N/A,#N/A,375.5,54.45
24/02/2017,207.93,0.14564,1.0563,1.307362637,#N/A,#N/A,#N/A,379.6,53.99
27/02/2017,208.29,0.14559,1.0587,1.285714286,#N/A,#N/A,#N/A,388.5,54.05
28/02/2017,207.98,0.14566,1.0576,1.263736264,#N/A,#N/A,#N/A,378.8,54.01
01/03/2017,211.02,0.14546,1.0547,1.286263736,#N/A,#N/A,#N/A,374.9,53.83
02/03/2017,209.89,0.14516,1.0507,1.378021978,#N/A,#N/A,#N/A,370.4,52.61
03/03/2017,209.91,0.14495,1.0622,1.417582418,#N/A,#N/A,#N/A,370.6,53.33
06/03/2017,209.48,0.14507,1.0582,1.527472527,#N/A,#N/A,#N/A,371.6,53.2
07/03/2017,209.17,0.14503,1.0566,1.450549451,#N/A,#N/A,#N/A,374.4,53.14
08/03/2017,208.61,0.14467,1.0541,1.353296703,#N/A,#N/A,#N/A,369.6,50.28
09/03/2017,208.67,0.14462,1.0577,1.401098901,#N/A,#N/A,#N/A,361.5,49.28
10/03/2017,209.15,0.145,1.0673,1.483516484,#N/A,#N/A,#N/A,362.5,48.49
13/03/2017,208.94,0.14473,1.0653,1.46978022,#N/A,#N/A,#N/A,359.7,48.4
14/03/2017,208.54,0.14473,1.0604,1.43956044,#N/A,#N/A,#N/A,359.5,47.72
15/03/2017,209.58,0.14575,1.0734,1.451098901,#N/A,#N/A,#N/A,365.5,48.86
16/03/2017,209.44,0.14526,1.0766,1.346153846,#N/A,#N/A,#N/A,363.5,48.848
17/03/2017,208.86,0.14493,1.0738,1.296703297,#N/A,#N/A,#N/A,361.8,48.992
20/03/2017,208.813625,0.14497,1.0739,1.164835165,#N/A,#N/A,#N/A,371,48.634
21/03/2017,206.35,0.14518,1.0811,1.351648352,#N/A,#N/A,#N/A,370.2,48.06
22/03/2017,206.41,0.14542,1.0797,1.22021978,#N/A,#N/A,#N/A,373.3,48.04
23/03/2017,206.31,0.14519,1.0783,1.230769231,#N/A,#N/A,#N/A,376.7,47.7
24/03/2017,205.75,0.14523,1.0798,1.197802198,#N/A,#N/A,#N/A,376.6,47.97
27/03/2017,205.23,0.14564,1.0864,1.252197802,#N/A,#N/A,#N/A,372.6,47.73
28/03/2017,206.75,0.14514,1.0814,1.225274725,#N/A,#N/A,#N/A,369.2,48.37
29/03/2017,206.31,0.14516,1.0766,1.247252747,#N/A,#N/A,#N/A,369.2,49.51
30/03/2017,206.96,0.14505,1.0674,1.230769231,#N/A,#N/A,#N/A,375.4,50.35
31/03/2017,206.34,0.14539,1.0652,1.275934066,#N/A,#N/A,#N/A,381.4,50.6
03/04/2017,206.25,0.14534,1.067,1.332417582,#N/A,#N/A,#N/A,374,50.24
04/04/2017,206.65,0.1451,1.0674,1.31978022,#N/A,#N/A,#N/A,373.1,51.03
05/04/2017,206.26,0.14516,1.0663,1.302197802,#N/A,#N/A,#N/A,379.6,51.15
06/04/2017,206.45,0.14501,1.0644,1.345054945,#N/A,#N/A,#N/A,389.6,51.7
