#NAME?,GDX US Equity,VIX Index,VVIX Index,SHCOMP Index,TWSE Index,SPX Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)",,,,,,
13/01/2017,22.74,11.23,92.9,3112.764,9378.83,2274.64,,,,,,
16/01/2017,22.74,11.23,92.9,3103.428,9292.33,2274.64,,,,,,
17/01/2017,23.36,11.87,92.39,3108.775,9354.53,2267.89,,,,,,
18/01/2017,23.01,12.48,87.06,3113.012,9341.97,2271.89,,,,,,
19/01/2017,22.88,12.78,86.84,3101.299,9318.12,2263.69,,,,,,
20/01/2017,23.12,11.54,83.63,3123.139,9331.46,2271.31,,,,,,
23/01/2017,23.81,11.77,84.51,3136.775,9424.05,2265.2,,,,,,
24/01/2017,23.83,11.07,79.05,3142.553,9447.95,2280.07,,,,,,
25/01/2017,23.47,10.81,78.66,3149.554,9447.95,2298.37,,,,,,
26/01/2017,22.87,10.63,79.65,3159.166,9447.95,2296.68,,,,,,
27/01/2017,23.22,10.58,83.63,3159.166,9447.95,2294.69,,,,,,
30/01/2017,23.15,11.88,92.04,3159.166,9447.95,2280.9,,,,,,
31/01/2017,23.93,11.99,89.83,3159.166,9447.95,2278.87,,,,,,
01/02/2017,23.85,11.81,87.75,3159.166,9447.95,2279.55,,,,,,
02/02/2017,24.38,11.93,89.73,3159.166,9428.97,2280.85,,,,,,
03/02/2017,24.5,10.97,88.97,3140.17,9455.56,2297.42,,,,,,
06/02/2017,25.4,11.37,90.02,3156.984,9538.01,2292.56,,,,,,
07/02/2017,25.29,11.29,89.61,3153.088,9554.56,2293.08,,,,,,
08/02/2017,25.57,11.45,94.58,3166.982,9543.25,2294.67,,,,,,
09/02/2017,24.91,10.88,89.59,3183.179,9590.18,2307.87,,,,,,
10/02/2017,25.29,10.85,85.77,3196.699,9665.59,2316.1,,,,,,
13/02/2017,24.95,11.07,80.84,3216.839,9710.32,2328.25,,,,,,
14/02/2017,24.92,10.74,78.35,3217.928,9718.78,2337.58,,,,,,
15/02/2017,24.93,11.97,81.12,3212.986,9799.76,2349.25,,,,,,
16/02/2017,25.2,11.76,79.66,3229.619,9771.25,2347.22,,,,,,
17/02/2017,24.79,11.49,81.25,3202.075,9759.76,2351.16,,,,,,
20/02/2017,24.79,11.49,81.25,3239.961,9753.2,2351.16,,,,,,
21/02/2017,24.62,11.57,82.45,3253.326,9763.93,2365.38,,,,,,
22/02/2017,24.33,11.74,81.53,3261.219,9778.78,2362.82,,,,,,
23/02/2017,24.37,11.71,82.2,3251.375,9769.31,2363.81,,,,,,
24/02/2017,24.13,11.47,83.31,3253.433,9750.47,2367.34,,,,,,
27/02/2017,22.84,12.09,85.69,3228.66,9750.47,2369.75,,,,,,
28/02/2017,22.85,12.92,88.08,3241.733,9750.47,2363.64,,,,,,
01/03/2017,22.98,12.54,84.03,3246.933,9674.78,2395.96,,,,,,
02/03/2017,21.93,11.81,83.61,3230.028,9691.8,2381.92,,,,,,
03/03/2017,22.2,10.96,81.19,3218.312,9648.21,2383.12,,,,,,
06/03/2017,21.64,11.24,81.44,3233.866,9682.63,2375.31,,,,,,
07/03/2017,21.51,11.45,81.43,3242.407,9738.07,2368.39,,,,,,
08/03/2017,21.35,11.86,82.5,3240.665,9753.45,2362.98,,,,,,
09/03/2017,21.14,12.3,83.64,3216.746,9658.61,2364.87,,,,,,
10/03/2017,21.73,11.66,80.27,3212.76,9627.89,2372.6,,,,,,
13/03/2017,22,11.35,81.57,3237.024,9697.34,2373.47,,,,,,
14/03/2017,21.34,12.3,85.88,3239.328,9744.21,2365.45,,,,,,
15/03/2017,22.98,11.63,80.76,3241.76,9740.31,2385.26,,,,,,
16/03/2017,22.77,11.21,75.96,3268.935,9837.83,2381.38,,,,,,
17/03/2017,22.67,11.28,78.66,3237.447,9908.69,2378.25,,,,,,
20/03/2017,22.937375,11.34,77.16,3250.808,9912.97,2373.47,,,,,,
21/03/2017,23.26,12.47,83.02,3261.611,9972.49,2344.02,,,,,,
22/03/2017,23.25,12.81,83.8,3245.22,9922.66,2348.45,,,,,,
23/03/2017,23.03,13.12,88.93,3248.55,9930.74,2345.96,,,,,,
24/03/2017,22.92,12.96,89.74,3269.445,9902.98,2343.98,,,,,,
27/03/2017,23.43,12.5,84.86,3266.955,9876.77,2341.59,,,,,,
28/03/2017,22.81,11.53,79.27,3252.948,9876.45,2358.57,,,,,,
29/03/2017,22.91,11.42,78.26,3241.314,9856.25,2361.13,,,,,,
30/03/2017,22.55,11.54,77.87,3210.237,9848.15,2368.06,,,,,,
31/03/2017,22.81,12.37,78.31,3222.514,9811.52,2362.72,,,,,,
03/04/2017,23.2,12.38,82.96,3222.514,9811.52,2358.84,,,,,,
04/04/2017,23.45,11.79,79.67,3222.514,9811.52,2360.16,,,,,,
05/04/2017,23.48,12.89,86.59,3270.305,9949.48,2352.95,,,,,,
06/04/2017,23.51,12.39,83.91,3281.005,9897.8,2357.49,,,,,,
07/04/2017,23.5,12.87,89.39,3286.616,9873.37,2355.54,,,,,,
10/04/2017,23.65,14.05,97.9,3269.393,9882.54,2357.16,,,,,,
11/04/2017,24.36,15.07,103.74,3288.966,9832.42,2353.78,,,,,,
12/04/2017,24.57,15.77,111.53,3273.83,9817.68,2344.93,,,,,,
13/04/2017,24.54,15.96,115.54,3275.96,9836.68,2328.95,,,,,,
14/04/2017,24.54,15.96,115.54,3246.067,9732.93,2328.95,,,,,,
17/04/2017,24.47,14.66,101.49,3222.168,9716.4,2349.01,,,,,,
18/04/2017,24.27,14.42,99.52,3196.713,9746.56,2342.19,,,,,,
19/04/2017,23.39,14.93,97.89,3170.687,9639.94,2338.17,,,,,,
20/04/2017,23.58,14.15,94.53,3172.1,9632.69,2355.84,,,,,,
21/04/2017,23.61,14.63,95.41,3173.151,9717.41,2348.69,,,,,,
24/04/2017,23.2,10.84,78.17,3129.531,9717.95,2374.15,,,,,,
25/04/2017,22.22,10.76,75.64,3134.567,9841.71,2388.61,,,,,,
26/04/2017,22.26,10.85,76.64,3140.847,9856.45,2387.45,,,,,,
27/04/2017,21.81,10.36,76.66,3152.187,9860.62,2388.77,,,,,,
28/04/2017,22.23,10.82,77.09,3154.658,9872,2384.2,,,,,,
01/05/2017,21.69,10.11,78.33,3154.658,9872,2388.33,,,,,,
02/05/2017,21.74,10.59,79.33,3143.712,9941.27,2391.17,,,,,,
03/05/2017,21.51,10.68,78.77,3135.346,9955.33,2388.13,,,,,,
04/05/2017,21.1,10.46,78,3127.369,9967.64,2389.52,,,,,,
05/05/2017,21.55,10.57,80.65,3103.038,9899.94,2399.29,,,,,,
08/05/2017,21.54,9.77,81.38,3078.613,9937.25,2399.38,,,,,,
09/05/2017,21.52,9.96,83.63,3080.527,9915.48,2396.92,,,,,,
10/05/2017,21.93,10.21,87.49,3052.785,9968.32,2399.63,,,,,,
11/05/2017,22.37,10.6,86.51,3061.5,10001.48,2394.44,,,,,,
12/05/2017,22.72,10.4,82.5,3083.513,9986.82,2390.9,,,,,,
15/05/2017,22.8,10.42,79.53,3090.229,10036.82,2402.32,,,,,,
16/05/2017,22.96,10.65,76.76,3112.964,10031.49,2400.67,,,,,,
17/05/2017,23.37,15.59,111.48,3104.442,10013.67,2357.03,,,,,,
18/05/2017,22.65,14.66,104.12,3090.139,9969.45,2365.72,,,,,,
19/05/2017,22.86,12.04,87.21,3090.631,9947.62,2381.73,,,,,,
22/05/2017,23.16,10.93,83.47,3075.676,9997.26,2394.02,,,,,,
23/05/2017,22.64,10.72,84.19,3061.947,10007.84,2398.42,,,,,,
24/05/2017,22.97,10.02,81.91,3064.076,10044.42,2404.39,,,,,,
25/05/2017,22.71,9.99,82.2,3107.831,10108.49,2415.07,,,,,,
26/05/2017,22.94,9.81,81.81,3110.059,10101.95,2415.82,,,,,,
29/05/2017,22.94,9.81,81.81,3110.059,10101.95,2415.82,,,,,,
30/05/2017,22.59,10.38,84.3,3110.059,10101.95,2412.91,,,,,,
31/05/2017,22.69,10.41,84.52,3117.178,10040.72,2411.8,,,,,,
01/06/2017,22.6,9.89,83.83,3102.623,10087.42,2430.06,,,,,,
02/06/2017,22.76,9.75,83.62,3105.54,10152.53,2439.07,,,,,,
05/06/2017,22.74,10.07,86.08,3091.656,10226.84,2436.1,,,,,,
06/06/2017,23.8,10.45,89.15,3102.126,10206.18,2429.33,,,,,,
07/06/2017,23.65,10.39,88.22,3140.325,10209.99,2433.14,,,,,,
08/06/2017,23.22,10.16,83.28,3150.333,10225.78,2433.79,,,,,,
09/06/2017,22.83,10.7,87.41,3158.4,10199.65,2431.77,,,,,,
12/06/2017,22.74,11.46,91.21,3139.876,10109.96,2429.39,,,,,,
13/06/2017,22.97,10.42,86.66,3153.743,10128.15,2440.35,,,,,,
14/06/2017,22.22,10.64,89.97,3130.674,10072.46,2437.92,,,,,,
15/06/2017,22.1,10.9,89.95,3132.486,10088.35,2432.46,,,,,,
16/06/2017,22.06,10.38,87,3123.166,10156.73,2433.15,,,,,,
19/06/2017,21.93,10.37,85.27,3144.374,10250.6,2453.46,,,,,,
20/06/2017,21.8,10.86,89.19,3140.013,10324.46,2437.03,,,,,,
21/06/2017,22.11,10.75,88.07,3156.212,10349.72,2435.61,,,,,,
22/06/2017,22.36,10.48,86.38,3147.453,10399.06,2434.5,,,,,,
23/06/2017,22.74,10.02,84.52,3157.873,10377.7,2438.3,,,,,,
26/06/2017,22.56,9.9,81.94,3185.444,10513.96,2439.07,,,,,,
27/06/2017,22.26,11.06,87.3,3191.197,10512.06,2419.38,,,,,,
28/06/2017,22.43,10.03,84.24,3173.201,10390.55,2440.69,,,,,,
29/06/2017,21.95,11.44,93.78,3188.063,10421.65,2419.7,,,,,,
30/06/2017,22.08,11.18,90.43,3192.427,10395.07,2423.41,,,,,,
03/07/2017,21.48,11.22,93.31,3195.912,10412.79,2429.01,,,,,,
04/07/2017,21.48,11.22,93.31,3182.804,10347.78,2429.01,,,,,,
05/07/2017,21.76,11.07,91.98,3207.134,10404.79,2432.54,,,,,,
06/07/2017,21.49,12.54,100.21,3212.444,10368.2,2409.75,,,,,,
07/07/2017,21.21,11.19,92.5,3217.957,10297.25,2425.18,,,,,,
10/07/2017,21.51,11.11,89.69,3212.632,10289.91,2427.43,,,,,,
11/07/2017,21.64,10.89,88.23,3203.037,10415.57,2425.53,,,,,,
12/07/2017,21.74,10.3,88.19,3197.544,10420.68,2443.25,,,,,,
13/07/2017,21.5,9.9,85.68,3218.163,10460.15,2447.83,,,,,,
14/07/2017,21.8,9.51,82.2,3222.417,10443.91,2459.27,,,,,,
17/07/2017,21.98,9.82,80.27,3176.465,10457.54,2459.14,,,,,,
18/07/2017,22.14,9.89,79.14,3187.567,10481.26,2460.61,,,,,,
19/07/2017,22.18,9.79,77.96,3230.976,10506.1,2473.83,,,,,,
20/07/2017,22.32,9.58,76.26,3244.865,10499.36,2473.45,,,,,,
21/07/2017,22.41,9.36,77.86,3237.982,10436.7,2472.54,,,,,,
24/07/2017,22.05,9.43,78.24,3250.599,10461.28,2469.91,,,,,,
25/07/2017,22.27,9.43,79.17,3243.689,10463.15,2477.13,,,,,,
26/07/2017,22.84,9.6,82.34,3247.675,10419.11,2477.83,,,,,,
27/07/2017,22.57,10.11,86.87,3249.781,10508.37,2475.42,,,,,,
28/07/2017,22.91,10.29,87.2,3253.24,10423.05,2472.1,,,,,,
31/07/2017,22.86,10.26,86.76,3273.028,10427.33,2470.3,,,,,,
01/08/2017,22.83,10.09,84.55,3292.638,10437.29,2476.35,,,,,,
02/08/2017,22.77,10.28,86.89,3285.057,10519.27,2477.57,,,,,,
03/08/2017,22.7,10.44,87.66,3272.929,10469.88,2472.16,,,,,,
04/08/2017,22.32,10.03,87.39,3262.081,10506.56,2476.83,,,,,,
07/08/2017,22.2,9.93,90.01,3279.457,10579.38,2480.91,,,,,,
08/08/2017,22.25,10.96,98.68,3281.873,10568.97,2474.92,,,,,,
09/08/2017,22.6,11.11,106.77,3275.573,10470.38,2474.02,,,,,,
10/08/2017,23.08,16.04,135.32,3261.75,10329.74,2438.21,,,,,,
11/08/2017,23.15,15.51,127.43,3208.542,10329.57,2441.32,,,,,,
14/08/2017,22.83,12.33,100.6,3237.36,10225.28,2465.84,,,,,,
15/08/2017,22.56,12.04,96.71,3251.262,10311.16,2464.61,,,,,,
16/08/2017,23.08,11.74,94.82,3246.451,10290.39,2468.11,,,,,,
17/08/2017,23.03,15.55,117.77,3268.43,10369.37,2430.01,,,,,,
18/08/2017,22.93,14.26,114.39,3268.724,10321.33,2425.55,,,,,,
21/08/2017,23.31,13.19,101.39,3286.906,10326.39,2428.37,,,,,,
22/08/2017,23.09,11.35,92.7,3290.226,10392.07,2452.51,,,,,,
23/08/2017,23.26,12.25,98.96,3287.705,10406.81,2444.04,,,,,,
24/08/2017,23.35,12.23,100.26,3271.512,10488.96,2438.97,,,,,,
25/08/2017,23.41,11.28,95.53,3331.522,10515.51,2443.05,,,,,,
28/08/2017,24.26,11.32,96.42,3362.652,10525.98,2444.24,,,,,,
29/08/2017,24.42,11.7,98.79,3365.226,10496.57,2446.3,,,,,,
30/08/2017,24.16,11.22,98.9,3363.626,10569.4,2457.59,,,,,,
31/08/2017,24.72,10.59,94.86,3360.81,10585.78,2471.65,,,,,,
01/09/2017,24.78,10.13,93.6,3367.119,10594.82,2476.55,,,,,,
04/09/2017,24.78,10.13,93.6,3379.583,10569.87,2476.55,,,,,,
05/09/2017,25.31,12.23,102.66,3384.317,10617.84,2457.85,,,,,,
06/09/2017,24.92,11.63,99.61,3385.389,10547.86,2465.54,,,,,,
07/09/2017,25.49,11.55,96.29,3365.497,10538.51,2465.1,,,,,,
08/09/2017,25.24,12.12,100.12,3365.243,10609.95,2461.43,,,,,,
11/09/2017,24.56,10.73,93.66,3376.419,10572.16,2488.11,,,,,,
12/09/2017,24.67,10.58,92.39,3379.488,10610.35,2496.48,,,,,,
13/09/2017,24.22,10.5,90.89,3384.147,10532.88,2498.37,,,,,,
14/09/2017,24.37,10.44,92.09,3371.426,10553.57,2495.62,,,,,,
15/09/2017,24.13,10.17,90.63,3353.619,10580.41,2500.23,,,,,,
18/09/2017,23.73,10.15,90.46,3362.859,10631.57,2503.87,,,,,,
19/09/2017,23.85,10.18,91.22,3356.844,10576.14,2506.65,,,,,,
20/09/2017,23.5,9.78,90.91,3365.996,10519.17,2508.24,,,,,,
21/09/2017,23.21,9.67,92.32,3357.812,10578.44,2500.6,,,,,,
22/09/2017,23.47,9.59,93.29,3352.529,10449.68,2502.22,,,,,,
25/09/2017,23.83,10.21,96.4,3341.549,10335.89,2496.66,,,,,,
26/09/2017,23.35,10.17,94.81,3343.583,10257.02,2496.84,,,,,,
27/09/2017,22.99,9.87,95.36,3345.272,10326.68,2507.04,,,,,,
28/09/2017,23.16,9.55,94.1,3339.642,10296.45,2510.06,,,,,,
29/09/2017,22.96,9.51,93.14,3348.943,10329.94,2519.36,,,,,,
02/10/2017,23.05,9.45,92.48,3348.943,10465.16,2529.12,,,,,,
03/10/2017,23.28,9.51,91.59,3348.943,10469.35,2534.58,,,,,,
04/10/2017,23.42,9.63,92.12,3348.943,10469.35,2537.74,,,,,,
05/10/2017,23.22,9.19,91.79,3348.943,10518.27,2552.07,,,,,,
06/10/2017,23.59,9.65,97.09,3348.943,10532.81,2549.33,,,,,,
09/10/2017,23.74,10.33,101.83,3374.378,10532.81,2544.73,,,,,,
10/10/2017,23.57,10.08,97.33,3382.988,10532.81,2550.64,,,,,,
11/10/2017,23.8,9.85,99.22,3388.284,10641.19,2555.24,,,,,,
12/10/2017,23.72,9.91,97.77,3386.1,10711.44,2550.93,,,,,,
13/10/2017,23.84,9.61,97.8,3390.523,10724.09,2553.17,,,,,,
16/10/2017,23.46,9.91,97.65,3378.47,10774.21,2557.64,,,,,,
17/10/2017,23.42,10.31,98.74,3372.041,10723.15,2559.36,,,,,,
18/10/2017,23.33,10.07,94.34,3381.794,10720.28,2561.26,,,,,,
19/10/2017,23.44,10.05,93.33,3370.172,10760.29,2562.1,,,,,,
20/10/2017,23.23,9.97,90.53,3378.648,10728.88,2575.21,,,,,,
23/10/2017,23.14,11.07,97.09,3380.699,10735.21,2564.98,,,,,,
24/10/2017,22.95,11.16,98.43,3388.248,10743.78,2569.13,,,,,,
25/10/2017,22.83,11.23,100.16,3396.898,10750.57,2557.15,,,,,,
26/10/2017,22.43,11.3,97.73,3407.567,10734.76,2560.4,,,,,,
27/10/2017,22.57,9.8,92.78,3416.813,10709.11,2581.07,,,,,,
30/10/2017,22.76,10.5,95.19,3390.337,10756.87,2572.83,,,,,,
31/10/2017,22.48,10.18,92.01,3393.342,10793.8,2575.26,,,,,,
01/11/2017,22.48,10.2,92,3395.913,10806.36,2579.36,,,,,,
02/11/2017,22.58,9.93,91.48,3383.309,10788.51,2579.85,,,,,,
03/11/2017,22.43,9.14,89.68,3371.744,10800.77,2587.84,,,,,,
06/11/2017,22.91,9.4,91.25,3388.174,10786.19,2591.13,,,,,,
07/11/2017,22.73,9.89,93.45,3413.575,10840.34,2590.64,,,,,,
08/11/2017,22.89,9.78,97.74,3415.46,10818.99,2594.38,,,,,,
09/11/2017,22.81,10.5,98.82,3427.795,10743.27,2584.62,,,,,,
10/11/2017,22.52,11.29,104.76,3432.673,10732.67,2582.3,,,,,,
13/11/2017,22.56,11.5,106.3,3447.836,10683.92,2584.84,,,,,,
14/11/2017,22.59,11.59,103.18,3429.548,10687.18,2578.87,,,,,,
15/11/2017,22.65,13.13,106.27,3402.524,10630.65,2564.62,,,,,,
16/11/2017,22.6,11.76,100.15,3399.25,10625.04,2585.64,,,,,,
17/11/2017,22.79,11.43,97.12,3382.907,10701.64,2578.85,,,,,,
20/11/2017,22.54,10.65,93.76,3392.399,10664.55,2582.14,,,,,,
21/11/2017,22.72,9.73,89.27,3410.498,10779.24,2599.03,,,,,,
22/11/2017,22.92,9.88,86.42,3430.464,10822.59,2597.08,,,,,,
23/11/2017,22.92,9.88,86.42,3351.918,10854.57,2597.08,,,,,,
24/11/2017,22.83,9.67,86.32,3353.821,10854.09,2602.42,,,,,,
27/11/2017,23.05,9.87,86.58,3322.23,10750.93,2601.42,,,,,,
28/11/2017,22.93,10.03,85.73,3333.657,10707.07,2627.04,,,,,,
29/11/2017,22.5,10.7,89.57,3337.862,10713.55,2626.07,,,,,,
30/11/2017,22.47,11.28,89.94,3317.188,10560.44,2647.58,,,,,,
01/12/2017,22.49,11.43,95.03,3317.617,10600.37,2642.22,,,,,,
04/12/2017,22.2,11.68,97.57,3309.618,10651.11,2639.44,,,,,,
05/12/2017,21.97,11.33,97.95,3303.675,10566.85,2629.57,,,,,,
06/12/2017,21.69,11.02,98.17,3293.965,10393.92,2629.27,,,,,,
07/12/2017,21.58,10.16,95.83,3272.054,10355.76,2636.98,,,,,,
08/12/2017,21.68,9.58,91.89,3289.992,10398.62,2651.5,,,,,,
11/12/2017,21.51,9.34,92.06,3322.196,10473.09,2659.99,,,,,,
12/12/2017,21.42,9.92,93.27,3280.813,10443.28,2664.11,,,,,,
13/12/2017,22.16,10.18,95.56,3303.037,10470.7,2662.85,,,,,,
14/12/2017,22.07,10.49,96.07,3292.438,10538.01,2652.01,,,,,,
15/12/2017,21.99,9.42,92.2,3266.137,10491.44,2675.81,,,,,,
18/12/2017,22.16,9.53,90.64,3267.923,10506.52,2690.16,,,,,,
19/12/2017,22.13,10.03,93.58,3296.538,10467.34,2681.47,,,,,,
20/12/2017,22.5,9.72,92.86,3287.606,10504.52,2679.25,,,,,,
21/12/2017,22.63,9.62,92.21,3300.059,10488.97,2684.57,,,,,,
22/12/2017,22.89,9.9,94.9,3297.063,10537.27,2683.34,,,,,,
25/12/2017,22.89,9.9,94.9,3280.461,10522.49,2683.34,,,,,,
26/12/2017,23.2,10.25,97.56,3306.125,10421.91,2680.5,,,,,,
27/12/2017,23.16,10.47,97.08,3275.783,10486.67,2682.62,,,,,,
28/12/2017,23.2,10.18,97.25,3296.385,10567.64,2687.54,,,,,,
29/12/2017,23.24,11.04,100.76,3307.172,10642.86,2673.61,,,,,,
01/01/2018,23.24,11.04,100.76,3307.172,10642.86,2673.61,,,,,,
02/01/2018,23.82,9.77,97.36,3348.326,10710.73,2695.81,,,,,,
03/01/2018,23.57,9.15,94.4,3369.108,10801.57,2713.06,,,,,,
04/01/2018,23.72,9.22,94.21,3385.71,10848.63,2723.99,,,,,,
05/01/2018,23.67,9.22,93.1,3391.75,10879.8,2743.15,,,,,,
08/01/2018,23.42,9.52,93.97,3409.479,10915.75,2747.71,,,,,,
09/01/2018,23.11,10.08,94.74,3413.899,10914.89,2751.29,,,,,,
10/01/2018,23.25,9.82,93.7,3421.834,10831.09,2748.23,,,,,,
11/01/2018,23.38,9.88,92.24,3425.345,10810.06,2767.56,,,,,,
12/01/2018,24.01,10.16,92.22,3428.941,10883.96,2786.24,,,,,,
15/01/2018,24.01,10.16,92.22,3410.488,10956.31,2786.24,,,,,,
16/01/2018,24.37,11.66,106.49,3436.594,10986.11,2776.42,,,,,,
17/01/2018,23.94,11.91,102.63,3444.671,11004.8,2802.56,,,,,,
18/01/2018,23.61,12.22,103.68,3474.754,11071.57,2798.03,,,,,,
19/01/2018,23.65,11.27,101.62,3487.864,11150.85,2810.3,,,,,,
22/01/2018,23.71,11.03,99.68,3501.362,11231.46,2832.97,,,,,,
23/01/2018,24.1,11.1,98.59,3546.505,11253.11,2839.13,,,,,,
24/01/2018,24.6,11.47,99.77,3559.465,11152.16,2837.54,,,,,,
25/01/2018,24.13,11.58,101.78,3548.307,11165.95,2839.25,,,,,,
26/01/2018,24.35,11.08,98.65,3558.129,11147.1,2872.87,,,,,,
29/01/2018,23.68,13.84,110.01,3523.001,11221.81,2853.53,,,,,,
30/01/2018,23.45,14.79,113.48,3488.009,11076.78,2822.43,,,,,,
31/01/2018,23.75,13.54,108.41,3480.833,11103.79,2823.81,,,,,,
01/02/2018,23.7,13.47,105.77,3446.98,11160.25,2821.98,,,,,,
02/02/2018,22.91,17.31,125.51,3462.081,11126.23,2762.13,,,,,,
05/02/2018,22.71,37.32,177.34,3487.497,10946.25,2648.94,,,,,,
06/02/2018,22.11,29.98,161.12,3370.652,10404,2695.14,,,,,,
07/02/2018,21.8,27.73,159.03,3309.26,10551.54,2681.66,,,,,,
08/02/2018,21.68,33.46,180.61,3262.05,10528.52,2581,,,,,,
09/02/2018,21.68,29.06,167.28,3129.851,10371.75,2619.55,,,,,,
12/02/2018,21.97,25.61,140.8,3154.125,10421.09,2656,,,,,,
13/02/2018,22,24.97,136.58,3184.959,10421.09,2662.94,,,,,,
14/02/2018,23.01,19.26,124.49,3199.159,10421.09,2698.63,,,,,,
15/02/2018,22.99,19.13,122.76,3199.159,10421.09,2731.2,,,,,,
16/02/2018,22.51,19.46,121.2,3199.159,10421.09,2732.22,,,,,,
19/02/2018,22.51,19.46,121.2,3199.159,10421.09,2732.22,,,,,,
20/02/2018,21.87,20.6,122.58,3199.159,10421.09,2716.26,,,,,,
21/02/2018,21.79,20.02,125.73,3199.159,10714.44,2701.33,,,,,,
22/02/2018,21.73,18.72,116.98,3268.559,10662.38,2703.96,,,,,,
23/02/2018,21.97,16.49,110.19,3289.024,10794.55,2747.3,,,,,,
26/02/2018,22.18,15.8,107.68,3329.574,10836.7,2779.6,,,,,,
27/02/2018,21.49,18.59,119.5,3292.068,10815.47,2744.28,,,,,,
28/02/2018,21.35,19.85,121.7,3259.408,10815.47,2713.83,,,,,,
01/03/2018,21.57,22.47,128.14,3273.755,10785.79,2677.67,,,,,,
02/03/2018,21.49,19.59,114.78,3254.528,10698.17,2691.25,,,,,,
05/03/2018,21.65,18.73,109.66,3256.926,10642.9,2720.94,,,,,,
06/03/2018,22.01,18.36,104.61,3289.642,10784.34,2728.12,,,,,,
07/03/2018,21.57,17.76,99.49,3271.668,10745.32,2726.8,,,,,,
08/03/2018,21.65,16.54,96.92,3288.406,10823.24,2738.97,,,,,,
09/03/2018,21.57,14.64,99.71,3307.166,10864.82,2786.57,,,,,,
12/03/2018,21.76,15.78,104.94,3326.699,11002.1,2783.02,,,,,,
13/03/2018,21.67,16.35,107.04,3310.239,11095.63,2765.31,,,,,,
14/03/2018,21.73,17.23,110.29,3291.382,11038.8,2749.48,,,,,,
15/03/2018,21.45,16.59,109.28,3291.112,11018.45,2747.33,,,,,,
16/03/2018,21.43,15.8,106.49,3269.882,11027.7,2752.01,,,,,,
19/03/2018,21.51,19.02,112.92,3279.252,11046.9,2712.92,,,,,,
20/03/2018,21.27,18.2,107.13,3290.64,11010.84,2716.94,,,,,,
21/03/2018,21.86,17.86,106.6,3280.952,11011.07,2711.93,,,,,,
22/03/2018,21.5,23.34,125.12,3263.48,11005.84,2643.69,,,,,,
23/03/2018,22.12,24.87,129.82,3152.761,10823.33,2588.26,,,,,,
26/03/2018,22.44,21.03,113.08,3133.722,10840.05,2658.55,,,,,,
27/03/2018,21.99,22.5,118.61,3166.649,10986.79,2612.62,,,,,,
28/03/2018,21.66,22.87,114.02,3122.29,10865.66,2605,,,,,,
29/03/2018,21.98,19.97,103.32,3160.531,10845.92,2640.87,,,,,,
30/03/2018,21.98,19.97,103.32,3168.896,10906.22,2640.87,,,,,,
02/04/2018,22.23,23.62,111.67,3163.179,10888.27,2581.88,,,,,,
03/04/2018,21.91,21.1,102.06,3136.633,10821.53,2614.45,,,,,,
04/04/2018,21.87,20.06,95.44,3131.111,10821.53,2644.69,,,,,,
05/04/2018,21.97,18.94,92.21,3131.111,10821.53,2662.84,,,,,,
06/04/2018,22.07,21.49,98.6,3131.111,10821.53,2604.47,,,,,,
09/04/2018,21.98,21.77,100.24,3138.294,10893.53,2613.16,,,,,,
10/04/2018,22.26,20.47,98.21,3190.322,10927.18,2656.87,,,,,,
11/04/2018,22.75,20.24,100.02,3208.082,10974.02,2642.19,,,,,,
12/04/2018,22.47,18.49,98.08,3180.158,10955.29,2663.99,,,,,,
13/04/2018,22.89,17.41,93.94,3159.052,10965.39,2656.3,,,,,,
16/04/2018,22.8,16.56,93.22,3110.649,10954.55,2677.84,,,,,,
17/04/2018,22.93,15.25,89.59,3066.797,10810.45,2706.39,,,,,,
18/04/2018,22.98,15.6,92.41,3091.399,10847.89,2708.64,,,,,,
19/04/2018,23.06,15.96,95.38,3117.376,10971.22,2693.13,,,,,,
20/04/2018,22.71,16.88,99.21,3071.542,10779.38,2670.14,,,,,,
23/04/2018,22.41,16.34,96.87,3068.012,10697.13,2670.29,,,,,,
24/04/2018,22.7,18.02,100.81,3128.927,10579.5,2634.56,,,,,,
25/04/2018,22.5,17.84,97.8,3117.974,10559.97,2639.4,,,,,,
26/04/2018,22.59,16.24,90.71,3075.03,10488.58,2666.94,,,,,,
27/04/2018,22.73,15.41,92.15,3082.232,10553.43,2669.91,,,,,,
30/04/2018,22.28,15.93,94.3,3082.232,10657.88,2648.05,,,,,,
01/05/2018,22.31,15.49,89.97,3082.232,10657.88,2654.8,,,,,,
02/05/2018,22.38,15.97,93.79,3081.177,10618.81,2635.67,,,,,,
03/05/2018,22.65,15.9,91.07,3100.859,10514.18,2629.73,,,,,,
04/05/2018,22.65,14.77,88.12,3091.033,10529.37,2663.42,,,,,,
07/05/2018,22.65,14.75,90.71,3136.645,10604.91,2672.63,,,,,,
08/05/2018,22.68,14.71,89.5,3161.498,10691.38,2671.92,,,,,,
09/05/2018,22.63,13.42,93.89,3159.15,10703.35,2697.79,,,,,,
