#NAME?,GDX US Equity,VIX Index,VVIX Index,SHCOMP Index,TWSE Index,SPX Index,,,,,,
DATES,"px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)","px_last(dates=range(2015-01-01,2021-12-31),fill=prev)",,,,,,
04/09/2019,30.95,17.33,97.3,2957.412,10657.31,2937.78,,,,,,
05/09/2019,29.31,16.27,95.51,2985.865,10756.93,2976,,,,,,
06/09/2019,28.48,15,94.4,2999.601,10780.64,2978.71,,,,,,
09/09/2019,27.73,15.27,94.5,3024.739,10801.14,2978.43,,,,,,
10/09/2019,27.51,15.2,94.12,3021.202,10753.58,2979.39,,,,,,
11/09/2019,27.72,14.61,97.79,3008.812,10790.35,3000.93,,,,,,
12/09/2019,27.27,14.22,95.94,3031.235,10827.55,3009.57,,,,,,
13/09/2019,26.64,13.74,98.93,3031.235,10827.55,3007.39,,,,,,
16/09/2019,27.29,14.67,101.73,3030.754,10898.13,2997.96,,,,,,
17/09/2019,28.12,14.44,101.67,2978.118,10874.5,3005.7,,,,,,
18/09/2019,27.62,13.95,99.09,2985.659,10929.45,3006.73,,,,,,
19/09/2019,28.1,14.05,97.3,2999.279,10894.7,3006.79,,,,,,
20/09/2019,28.69,15.32,101.03,3006.447,10929.69,2992.07,,,,,,
23/09/2019,29.16,14.91,97.6,2977.077,10919.02,2991.78,,,,,,
24/09/2019,29.49,17.05,104.96,2985.341,10918.01,2966.6,,,,,,
25/09/2019,28.43,15.96,99.68,2955.433,10873.69,2984.87,,,,,,
26/09/2019,28.11,16.07,100.31,2929.087,10871.99,2977.62,,,,,,
27/09/2019,27.45,17.22,103.2,2932.167,10829.68,2961.79,,,,,,
30/09/2019,26.71,16.24,97.62,2905.189,10829.68,2976.74,,,,,,
01/10/2019,26.92,18.56,102.74,2905.189,10967.65,2940.25,,,,,,
02/10/2019,27.41,20.56,103.81,2905.189,10947.88,2887.61,,,,,,
03/10/2019,27.25,19.12,98.2,2905.189,10875.91,2910.63,,,,,,
04/10/2019,27.87,17.04,95.19,2905.189,10894.48,2952.01,,,,,,
07/10/2019,27.58,17.86,97.04,2905.189,10935.06,2938.79,,,,,,
08/10/2019,28.36,20.28,102.27,2913.57,11017.31,2893.06,,,,,,
09/10/2019,28.05,18.64,101.25,2924.857,10889.96,2919.4,,,,,,
10/10/2019,28.05,17.57,99.66,2947.711,10889.96,2938.13,,,,,,
11/10/2019,26.97,15.58,97.7,2973.656,10889.96,2970.27,,,,,,
14/10/2019,27.07,14.57,94.43,3007.883,11066.95,2966.15,,,,,,
15/10/2019,26.19,13.54,93.98,2991.046,11111.8,2995.68,,,,,,
16/10/2019,26.71,13.68,93.16,2978.712,11162.83,2989.69,,,,,,
17/10/2019,27.08,13.79,90.27,2977.334,11186.88,2997.95,,,,,,
18/10/2019,27.12,14.25,91.2,2938.141,11180.22,2986.2,,,,,,
21/10/2019,26.58,14,87.29,2939.618,11184.15,3006.72,,,,,,
22/10/2019,26.54,14.46,89.32,2954.38,11271.25,2995.99,,,,,,
23/10/2019,26.81,14.01,87.59,2941.619,11239.67,3004.52,,,,,,
24/10/2019,27.52,13.71,86.55,2940.921,11320.14,3010.29,,,,,,
25/10/2019,27.74,12.65,83.82,2954.933,11296.12,3022.55,,,,,,
28/10/2019,27.06,13.11,86.48,2980.05,11315.02,3039.42,,,,,,
29/10/2019,27.21,13.2,87.75,2954.176,11333.87,3036.89,,,,,,
30/10/2019,27.45,12.33,86.47,2939.321,11380.28,3046.77,,,,,,
31/10/2019,28.15,13.22,88.92,2929.056,11358.71,3037.56,,,,,,
01/11/2019,28.01,12.3,85.69,2958.199,11399.53,3066.91,,,,,,
04/11/2019,27.52,12.83,88.75,2975.492,11556.85,3078.27,,,,,,
05/11/2019,26.97,13.1,90.98,2991.562,11644.03,3074.62,,,,,,
06/11/2019,27.3,12.62,89.59,2978.595,11653.07,3076.78,,,,,,
07/11/2019,26.49,12.73,90.15,2978.714,11606.56,3085.18,,,,,,
08/11/2019,26.23,12.07,89.06,2964.185,11579.54,3093.08,,,,,,
11/11/2019,26.24,12.69,89.56,2909.975,11427.28,3087.01,,,,,,
12/11/2019,26.59,12.68,90.35,2914.823,11520.37,3091.84,,,,,,
13/11/2019,26.75,13,93.5,2905.241,11467.83,3094.04,,,,,,
14/11/2019,27,13.05,93.45,2909.87,11450.42,3096.63,,,,,,
15/11/2019,26.74,12.05,93.35,2891.343,11525.6,3120.46,,,,,,
18/11/2019,27.2,12.46,93.99,2909.2,11599.78,3122.03,,,,,,
19/11/2019,27.23,12.86,95.95,2933.991,11656.4,3120.18,,,,,,
20/11/2019,27.34,12.78,95.36,2911.053,11631.2,3108.46,,,,,,
21/11/2019,26.82,13.13,96.09,2903.638,11558.27,3103.54,,,,,,
22/11/2019,26.76,12.34,94.4,2885.288,11566.8,3110.29,,,,,,
25/11/2019,26.2,11.87,90.24,2906.169,11561.58,3133.64,,,,,,
26/11/2019,26.78,11.54,89.88,2907.06,11576.82,3140.52,,,,,,
27/11/2019,26.66,11.75,90.2,2903.195,11647.46,3153.63,,,,,,
28/11/2019,26.66,11.75,90.2,2889.693,11617.08,3153.63,,,,,,
29/11/2019,27.08,12.62,91.05,2871.981,11489.57,3140.98,,,,,,
02/12/2019,27.17,14.91,98.91,2875.807,11502.83,3113.87,,,,,,
03/12/2019,27.77,15.96,102.65,2884.699,11531.58,3093.2,,,,,,
04/12/2019,27.48,14.8,98.72,2878.116,11510.47,3112.76,,,,,,
05/12/2019,27.62,14.52,98.12,2899.469,11594.65,3117.43,,,,,,
06/12/2019,26.97,13.62,96.52,2912.014,11609.64,3145.91,,,,,,
09/12/2019,26.92,15.86,101.89,2914.478,11660.77,3135.96,,,,,,
10/12/2019,27.13,15.68,101.03,2917.316,11627.84,3132.52,,,,,,
11/12/2019,27.71,14.99,104.82,2924.417,11700.77,3141.63,,,,,,
12/12/2019,27.66,13.94,101.3,2915.698,11836.42,3168.57,,,,,,
13/12/2019,27.72,12.63,96.61,2967.677,11927.73,3168.8,,,,,,
16/12/2019,27.39,12.14,94.21,2984.393,11939.77,3191.45,,,,,,
17/12/2019,27.16,12.29,98.56,3022.422,12097.01,3192.52,,,,,,
18/12/2019,27.45,12.58,99.2,3017.044,12122.45,3191.14,,,,,,
19/12/2019,27.48,12.5,97.25,3017.066,12018.9,3205.37,,,,,,
20/12/2019,27.13,12.51,99.29,3004.938,11959.08,3221.22,,,,,,
23/12/2019,27.77,12.61,99.82,2962.751,12022.23,3224.01,,,,,,
24/12/2019,28.66,12.67,98.83,2982.681,11976.38,3223.38,,,,,,
25/12/2019,28.66,12.67,98.83,2981.881,12008.13,3223.38,,,,,,
26/12/2019,29.08,12.65,97.46,3007.354,12001.01,3239.91,,,,,,
27/12/2019,28.87,13.43,99.63,3005.035,12091.59,3240.02,,,,,,
30/12/2019,29.49,14.82,100.02,3040.024,12053.37,3221.29,,,,,,
31/12/2019,29.28,13.78,94.1,3050.124,11997.14,3230.78,,,,,,
01/01/2020,29.28,13.78,94.1,3050.124,11997.14,3230.78,,,,,,
02/01/2020,29.35,12.47,89.67,3085.198,12100.48,3257.85,,,,,,
03/01/2020,29.17,14.02,93.79,3083.786,12110.43,3234.85,,,,,,
06/01/2020,29.22,13.85,92.66,3083.408,11953.36,3246.28,,,,,,
07/01/2020,29.5,13.79,91.07,3104.802,11880.32,3237.18,,,,,,
08/01/2020,28.35,13.45,90.21,3066.893,11817.1,3253.05,,,,,,
09/01/2020,28.04,12.54,87.81,3094.882,11970.63,3274.7,,,,,,
10/01/2020,28.45,12.56,88.33,3092.291,12024.65,3265.35,,,,,,
13/01/2020,27.77,12.32,88.48,3115.57,12113.42,3288.13,,,,,,
14/01/2020,28.26,12.39,86.87,3106.82,12179.81,3283.15,,,,,,
15/01/2020,28.79,12.42,91.15,3090.038,12091.88,3289.29,,,,,,
16/01/2020,28.67,12.32,90.38,3074.081,12066.93,3316.81,,,,,,
17/01/2020,28.42,12.1,91.75,3075.496,12090.29,3329.62,,,,,,
20/01/2020,28.42,12.1,91.75,3095.787,12118.71,3329.62,,,,,,
21/01/2020,28.95,12.85,92.98,3052.142,12118.71,3320.79,,,,,,
22/01/2020,28.84,12.91,91.11,3060.754,12118.71,3321.75,,,,,,
23/01/2020,28.66,12.98,92.54,2976.528,12118.71,3325.54,,,,,,
24/01/2020,29.22,14.56,98.43,2976.528,12118.71,3295.47,,,,,,
27/01/2020,29.08,18.23,107.39,2976.528,12118.71,3243.63,,,,,,
28/01/2020,28.31,16.28,102.11,2976.528,12118.71,3276.24,,,,,,
29/01/2020,28.86,16.39,99.07,2976.528,12118.71,3273.4,,,,,,
30/01/2020,28.73,15.49,96.49,2976.528,11421.74,3283.66,,,,,,
31/01/2020,28.99,18.84,105.6,2976.528,11495.1,3225.52,,,,,,
03/02/2020,28.56,17.97,102.95,2746.606,11354.92,3248.92,,,,,,
04/02/2020,28.05,16.05,96.18,2783.288,11555.92,3297.59,,,,,,
05/02/2020,28.05,15.15,92.82,2818.088,11573.62,3334.69,,,,,,
06/02/2020,28.4,14.96,93.61,2866.51,11749.68,3345.78,,,,,,
07/02/2020,27.93,15.47,96.01,2875.964,11612.81,3327.71,,,,,,
10/02/2020,28.39,15.04,96.81,2890.488,11574.07,3352.09,,,,,,
11/02/2020,28.43,15.18,96.96,2901.674,11664.04,3357.75,,,,,,
12/02/2020,28.12,13.74,96.65,2926.899,11774.19,3379.45,,,,,,
13/02/2020,28.32,14.15,99.17,2906.073,11791.78,3373.94,,,,,,
14/02/2020,28.31,13.68,98.17,2917.008,11815.7,3380.16,,,,,,
17/02/2020,28.31,13.68,98.17,2983.622,11763.51,3380.16,,,,,,
18/02/2020,29.23,14.83,101.02,2984.972,11648.98,3370.29,,,,,,
19/02/2020,29.75,14.38,95.92,2975.402,11758.84,3386.15,,,,,,
20/02/2020,29.75,15.56,99.48,3030.154,11725.09,3373.23,,,,,,
21/02/2020,30.65,17.08,104.86,3039.669,11686.35,3337.75,,,,,,
24/02/2020,31.05,25.03,112.72,3031.233,11534.87,3225.89,,,,,,
25/02/2020,29.97,27.85,121.01,3013.05,11540.23,3128.21,,,,,,
26/02/2020,29.87,27.56,113.44,2987.929,11433.62,3116.39,,,,,,
27/02/2020,28.15,39.16,118,2991.329,11292.17,2978.76,,,,,,
28/02/2020,26.22,40.11,125.73,2880.304,11292.17,2954.22,,,,,,
02/03/2020,27.29,33.42,114.69,2970.931,11170.46,3090.23,,,,,,
03/03/2020,28.68,36.82,116.72,2992.897,11327.72,3003.37,,,,,,
04/03/2020,29.13,31.99,113.97,3011.666,11392.35,3130.12,,,,,,
05/03/2020,29.82,39.62,119.66,3071.677,11514.82,3023.94,,,,,,
06/03/2020,29.41,41.94,127.16,3034.511,11321.81,2972.37,,,,,,
09/03/2020,27.31,54.46,137.19,2943.291,10977.64,2746.56,,,,,,
10/03/2020,27.49,47.3,138.82,2996.762,11003.54,2882.23,,,,,,
11/03/2020,25.17,53.9,146.93,2968.517,10893.75,2741.38,,,,,,
12/03/2020,22.31,75.47,155.05,2923.486,10422.32,2480.64,,,,,,
13/03/2020,19,57.83,171.28,2887.427,10128.87,2711.02,,,,,,
16/03/2020,22.49,82.69,207.59,2789.254,9717.77,2386.13,,,,,,
17/03/2020,25.5,75.91,194.43,2779.641,9439.63,2529.19,,,,,,
18/03/2020,19.68,76.45,181.33,2728.756,9218.67,2398.1,,,,,,
19/03/2020,21.27,72,181.76,2702.13,8681.34,2409.39,,,,,,
20/03/2020,20.55,66.04,187.18,2745.618,9234.09,2304.92,,,,,,
23/03/2020,21.93,61.59,167.93,2660.167,8890.03,2237.4,,,,,,
24/03/2020,25.15,61.67,171.91,2722.438,9285.62,2447.33,,,,,,
25/03/2020,26.31,63.95,171.89,2781.591,9644.75,2475.56,,,,,,
26/03/2020,25.85,61,169.58,2764.911,9736.36,2630.07,,,,,,
27/03/2020,24.37,65.54,168.71,2772.203,9698.92,2541.47,,,,,,
30/03/2020,23.93,57.08,157.66,2747.214,9629.43,2626.65,,,,,,
31/03/2020,23.04,53.54,152.92,2750.296,9708.06,2584.59,,,,,,
01/04/2020,24.03,57.06,156.99,2734.521,9663.63,2470.5,,,,,,
02/04/2020,25.04,50.91,147.33,2780.638,9663.63,2526.9,,,,,,
03/04/2020,24.95,46.8,143.52,2763.987,9663.63,2488.65,,,,,,
06/04/2020,26.34,45.24,143.3,2763.987,9818.74,2663.68,,,,,,
07/04/2020,26.09,46.7,134.45,2820.763,9996.39,2659.41,,,,,,
08/04/2020,26.2,43.35,141.37,2815.369,10137.47,2749.98,,,,,,
09/04/2020,28.95,41.67,137.75,2825.904,10119.43,2789.82,,,,,,
10/04/2020,28.95,41.67,137.75,2796.631,10157.61,2789.82,,,,,,
13/04/2020,30.78,41.17,138.68,2783.048,10099.22,2761.63,,,,,,
14/04/2020,30.75,37.76,131.78,2827.283,10332.94,2846.06,,,,,,
15/04/2020,30.15,40.84,135.93,2811.174,10447.21,2783.36,,,,,,
16/04/2020,30.92,40.11,129.55,2819.935,10375.48,2799.55,,,,,,
17/04/2020,29.94,38.15,127.15,2838.494,10597.04,2874.56,,,,,,
20/04/2020,30.74,43.83,132.04,2852.553,10586.71,2823.16,,,,,,
21/04/2020,30.56,45.41,132.22,2827.013,10288.42,2736.56,,,,,,
22/04/2020,32.51,41.98,124.1,2843.98,10307.74,2799.31,,,,,,
23/04/2020,33.42,41.38,121.86,2838.5,10366.51,2797.8,,,,,,
24/04/2020,33.93,35.93,119.88,2808.529,10347.36,2836.74,,,,,,
27/04/2020,33.79,33.29,120.56,2815.495,10567.27,2878.48,,,,,,
28/04/2020,33.81,33.57,117.79,2810.024,10616.06,2863.39,,,,,,
29/04/2020,34.03,31.23,115.98,2822.442,10772.22,2939.51,,,,,,
30/04/2020,32.26,34.15,118.53,2860.082,10992.14,2912.43,,,,,,
01/05/2020,33.29,37.19,122.15,2860.082,10992.14,2830.71,,,,,,
04/05/2020,33.99,35.97,121.25,2860.082,10720.48,2842.74,,,,,,
05/05/2020,34.79,33.61,118.87,2860.082,10774.61,2868.44,,,,,,
06/05/2020,33.7,34.12,119.16,2878.14,10774.98,2848.42,,,,,,
07/05/2020,35.03,31.44,115.83,2871.523,10842.92,2881.19,,,,,,
08/05/2020,34.86,27.98,115.65,2895.344,10901.42,2929.8,,,,,,
11/05/2020,33.89,27.57,118.71,2894.802,11013.26,2930.32,,,,,,
12/05/2020,33.84,33.04,130.75,2891.556,10879.47,2870.12,,,,,,
13/05/2020,34.08,35.28,142.75,2898.05,10938.27,2820,,,,,,
14/05/2020,35.16,32.61,137.05,2870.342,10780.88,2852.5,,,,,,
15/05/2020,36.57,31.89,133.02,2868.459,10814.92,2863.7,,,,,,
18/05/2020,35.93,29.3,125.9,2875.417,10740.55,2953.91,,,,,,
19/05/2020,37.21,30.53,125.6,2898.576,10860.44,2922.94,,,,,,
20/05/2020,36.61,27.99,120.04,2883.738,10907.8,2971.61,,,,,,
21/05/2020,35.66,29.53,122.08,2867.924,11008.31,2948.51,,,,,,
22/05/2020,35.55,28.16,118.38,2813.765,10811.15,2955.45,,,,,,
25/05/2020,35.55,28.16,118.38,2817.97,10871.18,2955.45,,,,,,
26/05/2020,34.08,28.01,113.59,2846.547,10997.21,2991.77,,,,,,
27/05/2020,33.71,27.62,109.82,2836.804,11014.66,3036.13,,,,,,
28/05/2020,34,28.59,108.99,2846.222,10944.19,3029.73,,,,,,
29/05/2020,34.32,27.51,105.6,2852.351,10942.16,3044.31,,,,,,
01/06/2020,35.38,28.23,106.47,2915.431,11079.02,3055.73,,,,,,
02/06/2020,34.09,26.84,104.83,2921.398,11127.93,3080.82,,,,,,
03/06/2020,32.83,25.66,106.85,2923.371,11320.16,3122.87,,,,,,
04/06/2020,33.11,25.81,109.88,2919.25,11393.23,3112.35,,,,,,
05/06/2020,32.46,24.52,107.59,2930.799,11479.4,3193.93,,,,,,
08/06/2020,32.78,25.81,110.05,2937.771,11610.32,3232.39,,,,,,
09/06/2020,33.06,27.57,111,2956.112,11637.11,3207.18,,,,,,
10/06/2020,34.53,27.57,116.53,2943.752,11720.16,3190.14,,,,,,
11/06/2020,32.83,40.79,146.84,2920.897,11535.77,3002.1,,,,,,
12/06/2020,32.64,36.09,151.6,2919.741,11429.94,3041.31,,,,,,
15/06/2020,33.51,34.4,141.83,2890.031,11306.26,3066.59,,,,,,
16/06/2020,32.64,33.67,143.24,2931.749,11511.64,3124.74,,,,,,
17/06/2020,32.85,33.47,139.94,2935.873,11534.59,3113.49,,,,,,
18/06/2020,32.43,32.94,135.29,2939.315,11548.33,3115.34,,,,,,
19/06/2020,33.55,35.12,138.35,2967.634,11549.86,3097.74,,,,,,
22/06/2020,34.87,31.77,133.98,2965.272,11572.93,3117.86,,,,,,
23/06/2020,35.37,31.37,130.73,2970.62,11612.36,3131.29,,,,,,
24/06/2020,34.74,33.84,136.89,2979.551,11660.67,3050.33,,,,,,
25/06/2020,34.96,32.22,127.2,2979.551,11660.67,3083.76,,,,,,
26/06/2020,35.19,34.73,128.63,2979.551,11660.67,3009.05,,,,,,
29/06/2020,35.56,31.78,121.32,2961.516,11542.62,3053.24,,,,,,
30/06/2020,36.68,30.43,120.76,2984.674,11621.24,3100.29,,,,,,
01/07/2020,36.56,28.62,120.83,3025.981,11703.42,3115.86,,,,,,
02/07/2020,36.17,27.68,115.47,3090.569,11805.14,3130.01,,,,,,
03/07/2020,36.17,27.68,115.47,3152.813,11909.16,3130.01,,,,,,
06/07/2020,36.84,27.94,116.57,3332.881,12116.7,3179.72,,,,,,
07/07/2020,37.73,29.43,118.12,3345.337,12092.97,3145.32,,,,,,
08/07/2020,38.96,28.08,113.34,3403.44,12170.19,3169.94,,,,,,
09/07/2020,38.79,29.26,115.11,3450.594,12192.69,3152.05,,,,,,
10/07/2020,38.4,27.29,109.71,3383.322,12073.68,3185.04,,,,,,
13/07/2020,37.13,32.19,123.3,3443.286,12211.56,3155.22,,,,,,
14/07/2020,38.59,29.52,112.75,3414.619,12209.01,3197.52,,,,,,
15/07/2020,38.67,27.76,113.71,3361.304,12202.85,3226.56,,,,,,
16/07/2020,38.08,28,115.62,3210.099,12157.74,3215.57,,,,,,
17/07/2020,39.31,25.68,117.97,3214.129,12181.56,3224.73,,,,,,
20/07/2020,40.38,24.46,112.51,3314.149,12174.54,3251.84,,,,,,
21/07/2020,40.91,24.84,115.46,3320.895,12397.55,3257.3,,,,,,
22/07/2020,41.75,24.32,112.84,3333.164,12473.27,3276.02,,,,,,
23/07/2020,40.96,26.08,116.7,3325.11,12413.04,3235.66,,,,,,
24/07/2020,41.83,25.84,117.22,3196.768,12304.04,3215.63,,,,,,
27/07/2020,43.84,24.74,112.71,3205.227,12588.3,3239.41,,,,,,
28/07/2020,43.56,25.44,113.88,3227.96,12586.73,3218.44,,,,,,
29/07/2020,43.13,24.1,110.95,3294.552,12540.97,3258.44,,,,,,
30/07/2020,41.63,24.76,112.16,3286.822,12722.92,3246.22,,,,,,
31/07/2020,42.94,24.46,112.04,3310.007,12664.8,3271.12,,,,,,
03/08/2020,42.54,24.28,111.02,3367.966,12513.03,3294.61,,,,,,
04/08/2020,44.48,23.76,109,3371.688,12709.92,3306.51,,,,,,
05/08/2020,44.53,22.99,105.67,3377.565,12802.3,3327.77,,,,,,
06/08/2020,44.23,22.65,105.84,3386.463,12913.5,3349.16,,,,,,
07/08/2020,42.74,22.21,108.18,3354.035,12828.87,3351.28,,,,,,
10/08/2020,42.39,22.13,111.13,3379.252,12894,3360.47,,,,,,
11/08/2020,39.05,24.03,118.34,3340.29,12780.19,3333.69,,,,,,
12/08/2020,39.23,22.28,115.73,3319.266,12670.35,3380.35,,,,,,
13/08/2020,40.63,22.13,115.18,3320.726,12763.13,3373.43,,,,,,
14/08/2020,40.35,22.05,114.35,3360.099,12795.46,3372.85,,,,,,
17/08/2020,42.96,21.35,110.35,3438.801,12956.11,3381.99,,,,,,
18/08/2020,42.66,21.51,112.59,3451.089,12872.14,3389.78,,,,,,
19/08/2020,41.01,22.54,114.72,3408.129,12778.64,3374.85,,,,,,
20/08/2020,41.97,22.72,112.99,3363.899,12362.64,3385.51,,,,,,
21/08/2020,40.89,22.54,111.25,3380.683,12607.84,3397.16,,,,,,
24/08/2020,40.65,22.37,108.25,3385.638,12647.13,3431.28,,,,,,
25/08/2020,40.58,22.03,103.88,3373.578,12758.25,3443.62,,,,,,
26/08/2020,41.6,23.27,105.8,3329.739,12833.29,3478.73,,,,,,
27/08/2020,40.66,24.47,114.74,3350.113,12797.31,3484.55,,,,,,
28/08/2020,41.96,22.96,111.56,3403.807,12728.85,3508.01,,,,,,
31/08/2020,42.27,26.41,119.01,3395.677,12591.45,3500.31,,,,,,
01/09/2020,41.67,26.12,120.1,3410.607,12703.28,3526.65,,,,,,
02/09/2020,41.76,26.57,122.01,3404.802,12699.5,3580.84,,,,,,
03/09/2020,41.29,33.6,132.91,3384.981,12757.97,3455.06,,,,,,
04/09/2020,40.86,30.75,122.14,3355.367,12637.95,3426.96,,,,,,
07/09/2020,40.86,30.75,122.14,3292.591,12601.4,3426.96,,,,,,
08/09/2020,40.58,31.46,123.56,3316.417,12663.56,3331.84,,,,,,
09/09/2020,42.34,28.81,121.54,3254.628,12608.58,3398.96,,,,,,
10/09/2020,41.58,29.71,120.58,3234.823,12691.75,3339.19,,,,,,
11/09/2020,41.16,26.87,113.95,3260.346,12675.95,3340.97,,,,,,
14/09/2020,42.79,25.85,111.27,3278.814,12787.82,3383.54,,,,,,
15/09/2020,42.79,25.59,108.97,3295.679,12845.65,3401.2,,,,,,
16/09/2020,42.85,26.04,103.48,3283.924,12976.76,3385.49,,,,,,
17/09/2020,42.1,26.46,100.37,3270.435,12872.74,3357.01,,,,,,
18/09/2020,41.36,25.83,101.19,3338.09,12875.62,3319.47,,,,,,
21/09/2020,39.84,27.78,108.74,3316.935,12795.12,3281.06,,,,,,
22/09/2020,40.02,26.86,104.69,3274.302,12645.51,3315.57,,,,,,
23/09/2020,37.63,28.58,107.35,3279.71,12583.88,3236.92,,,,,,
24/09/2020,38.69,28.51,102.26,3223.177,12264.38,3246.59,,,,,,
25/09/2020,38.42,26.38,99.64,3219.418,12232.91,3298.46,,,,,,
28/09/2020,38.87,26.19,101.85,3217.535,12462.76,3351.6,,,,,,
29/09/2020,39.37,26.27,96.93,3224.359,12467.73,3335.47,,,,,,
30/09/2020,39.16,26.37,101.58,3218.052,12515.61,3363,,,,,,
01/10/2020,39.57,26.7,101,3218.052,12515.61,3380.8,,,,,,
02/10/2020,38.97,27.63,102.72,3218.052,12515.61,3348.44,,,,,,
05/10/2020,39.57,27.96,103.22,3218.052,12548.28,3408.63,,,,,,
06/10/2020,38.11,29.48,106.14,3218.052,12704.23,3360.95,,,,,,
07/10/2020,38.35,28.06,104.19,3218.052,12746.37,3419.45,,,,,,
08/10/2020,38.97,26.36,104.8,3218.052,12887.19,3446.83,,,,,,
09/10/2020,40.78,25,109.22,3272.076,12887.19,3477.13,,,,,,
12/10/2020,40.67,25.07,109.68,3358.465,12955.91,3534.22,,,,,,
13/10/2020,40.25,26.07,110.97,3359.75,12947.13,3511.93,,,,,,
14/10/2020,40.96,26.4,116.93,3340.778,12919.31,3488.67,,,,,,
15/10/2020,40.3,26.97,117.59,3332.183,12827.82,3483.34,,,,,,
16/10/2020,39.83,27.41,115.92,3336.358,12750.37,3483.81,,,,,,
19/10/2020,39.16,29.18,119.76,3312.667,12908.34,3426.92,,,,,,
20/10/2020,39.46,29.35,119.59,3328.103,12862.37,3443.12,,,,,,
21/10/2020,39.92,28.65,117.47,3325.025,12877.25,3435.56,,,,,,
22/10/2020,39.19,28.11,118.6,3312.501,12917.03,3453.49,,,,,,
23/10/2020,38.82,27.55,118.94,3277.997,12898.82,3465.39,,,,,,
26/10/2020,38.21,32.46,133.08,3251.119,12909.03,3400.97,,,,,,
27/10/2020,38.83,33.35,135.32,3254.316,12875.01,3390.68,,,,,,
28/10/2020,36.52,40.28,152.01,3269.238,12793.75,3271.03,,,,,,
29/10/2020,36.95,37.59,147.84,3272.727,12662.91,3310.11,,,,,,
30/10/2020,37.49,38.02,145.24,3224.532,12546.34,3269.96,,,,,,
02/11/2020,38.63,37.13,142.65,3225.12,12591.31,3310.24,,,,,,
03/11/2020,39.37,35.55,136.28,3271.074,12736.01,3369.16,,,,,,
04/11/2020,38.47,29.57,122.12,3277.44,12867.9,3443.44,,,,,,
05/11/2020,41.22,27.58,117.68,3320.133,12918.8,3510.45,,,,,,
06/11/2020,41.42,24.86,112.92,3312.159,12973.53,3509.44,,,,,,
09/11/2020,38.88,25.75,116.78,3373.734,13127.47,3550.5,,,,,,
10/11/2020,37.56,24.8,116.05,3360.148,13081.72,3545.53,,,,,,
11/11/2020,37.15,23.45,118.32,3342.202,13262.19,3572.66,,,,,,
12/11/2020,37.49,25.35,121.57,3338.679,13221.78,3537.01,,,,,,
13/11/2020,38.01,23.1,114.39,3310.104,13273.33,3585.15,,,,,,
16/11/2020,37.76,22.45,115,3346.969,13551.83,3626.91,,,,,,
17/11/2020,36.94,22.71,116.25,3339.895,13593.01,3609.53,,,,,,
18/11/2020,35.82,23.84,117.9,3347.303,13773.29,3567.79,,,,,,
19/11/2020,35.52,23.11,114.15,3363.088,13722.43,3581.87,,,,,,
20/11/2020,35.9,23.7,113.99,3377.727,13716.44,3557.54,,,,,,
23/11/2020,34.36,22.66,109.85,3414.49,13878.01,3577.59,,,,,,
24/11/2020,33.42,21.64,104.56,3402.823,13807.13,3635.41,,,,,,
25/11/2020,34.04,21.25,103.46,3362.327,13738.83,3629.65,,,,,,
26/11/2020,34.04,21.25,103.46,3369.733,13845.66,3629.65,,,,,,
27/11/2020,34.23,20.84,106.12,3408.307,13867.09,3638.35,,,,,,
30/11/2020,34.68,20.57,106.12,3391.755,13722.89,3621.63,,,,,,
01/12/2020,35.96,20.77,108.43,3451.938,13885.67,3662.45,,,,,,
02/12/2020,35.97,21.17,107.52,3449.381,13989.14,3669.01,,,,,,
03/12/2020,35.51,21.28,107.89,3442.136,13977.09,3666.72,,,,,,
04/12/2020,35.31,20.79,103.72,3444.581,14132.44,3699.12,,,,,,
07/12/2020,36.5,21.3,104.42,3416.604,14256.6,3691.96,,,,,,
08/12/2020,36.35,20.68,102.82,3410.177,14360.4,3702.25,,,,,,
09/12/2020,35.4,22.27,113.93,3371.964,14390.14,3672.82,,,,,,
10/12/2020,35.24,22.52,114.66,3373.276,14249.49,3668.1,,,,,,
11/12/2020,35.08,23.31,120.77,3347.191,14261.69,3663.46,,,,,,
14/12/2020,34.29,24.72,127.68,3369.12,14211.05,3647.49,,,,,,
15/12/2020,35.37,22.89,119.11,3367.233,14068.52,3694.62,,,,,,
16/12/2020,36.03,22.5,111.85,3366.983,14304.46,3701.17,,,,,,
17/12/2020,37.29,21.93,110.21,3404.873,14258.93,3722.48,,,,,,
18/12/2020,36.58,21.57,110.3,3394.896,14249.96,3709.41,,,,,,
21/12/2020,36.35,25.16,121.61,3420.569,14384.96,3694.92,,,,,,
22/12/2020,35.29,24.23,120.57,3356.782,14177.46,3687.26,,,,,,
23/12/2020,35.92,23.31,118.31,3382.32,14223.09,3690.01,,,,,,
24/12/2020,36.03,21.53,115.26,3363.113,14280.28,3703.06,,,,,,
25/12/2020,36.03,21.53,115.26,3396.563,14331.42,3703.06,,,,,,
28/12/2020,35.69,21.7,114.4,3397.285,14483.07,3735.36,,,,,,
